YEAR_MONTH,CITY,SUBSTANCE,CLASS,ITEMS,ACTUAL_COST
202510,Nottingham,Amitriptyline hydrochloride,antidepressant,20635.0000,20906.5645
202510,Nottingham,Bupropion hydrochloride,antidepressant,50.0000,1989.7296
202510,Nottingham,Buspirone hydrochloride,anxiolytic,67.0000,330.5348
202510,Nottingham,Chloral hydrate,anxiolytic,29.0000,11968.9196
202510,Nottingham,Chlordiazepoxide hydrochloride,anxiolytic,25.0000,74.3386
202510,Nottingham,Citalopram hydrobromide,antidepressant,14712.0000,10599.6656
202510,Nottingham,Citalopram hydrochloride,antidepressant,56.0000,521.2655
202510,Nottingham,Clobazam,anxiolytic,569.0000,8150.5170
202510,Nottingham,Clomethiazole,anxiolytic,1.0000,45.9246
202510,Nottingham,Clomipramine hydrochloride,antidepressant,287.0000,3222.1124
202510,Nottingham,Clonazepam,anxiolytic,1141.0000,4991.5855
202510,Nottingham,Daridorexant,anxiolytic,215.0000,7617.7215
202510,Nottingham,Diazepam,anxiolytic,3722.0000,2780.7772
202510,Nottingham,Dosulepin hydrochloride,antidepressant,286.0000,3178.1804
202510,Nottingham,Doxepin,antidepressant,16.0000,440.0984
202510,Nottingham,Duloxetine hydrochloride,antidepressant,6294.0000,18362.1409
202510,Nottingham,Escitalopram,antidepressant,1643.0000,2047.6446
202510,Nottingham,Fluoxetine hydrochloride,antidepressant,7765.0000,10684.1625
202510,Nottingham,Flupentixol decanoate,antidepressant,6.0000,171.4773
202510,Nottingham,Flupentixol hydrochloride,antidepressant,136.0000,643.8765
202510,Nottingham,Fluvoxamine maleate,antidepressant,13.0000,311.5039
202510,Nottingham,Imipramine hydrochloride,antidepressant,252.0000,2179.6708
202510,Nottingham,Isocarboxazid,antidepressant,3.0000,2718.9372
202510,Nottingham,Lofepramine hydrochloride,antidepressant,199.0000,6215.2776
202510,Nottingham,Loprazolam mesilate,anxiolytic,6.0000,196.0643
202510,Nottingham,Lorazepam,anxiolytic,841.0000,4249.6240
202510,Nottingham,Lormetazepam,anxiolytic,1.0000,5.5672
202510,Nottingham,Melatonin,anxiolytic,799.0000,8045.6901
202510,Nottingham,Midazolam hydrochloride,anxiolytic,150.0000,14325.5800
202510,Nottingham,Midazolam maleate,anxiolytic,15.0000,1279.4560
202510,Nottingham,Mirtazapine,antidepressant,13384.0000,12056.4899
202510,Nottingham,Moclobemide,antidepressant,4.0000,74.3023
202510,Nottingham,Nitrazepam,anxiolytic,183.0000,669.9505
202510,Nottingham,Nortriptyline,antidepressant,1877.0000,6351.6105
202510,Nottingham,Oxazepam,anxiolytic,10.0000,41.0793
202510,Nottingham,Oxitriptan,antidepressant,2.0000,54.2026
202510,Nottingham,Paroxetine hydrochloride,antidepressant,919.0000,1653.0699
202510,Nottingham,Phenelzine sulfate,antidepressant,3.0000,437.1372
202510,Nottingham,Phenobarbital,anxiolytic,116.0000,605.2037
202510,Nottingham,Pregabalin,anxiolytic,10636.0000,21075.1693
202510,Nottingham,Promethazine teoclate,anxiolytic,38.0000,178.9256
202510,Nottingham,Reboxetine,antidepressant,14.0000,251.4025
202510,Nottingham,Sertraline hydrochloride,antidepressant,28855.0000,43548.5356
202510,Nottingham,Temazepam,anxiolytic,279.0000,5323.3843
202510,Nottingham,Tranylcypromine sulfate,antidepressant,2.0000,1940.0248
202510,Nottingham,Trazodone hydrochloride,antidepressant,2265.0000,5493.8096
202510,Nottingham,Trimipramine maleate,antidepressant,9.0000,2564.7716
202510,Nottingham,Venlafaxine,antidepressant,6777.0000,67400.4085
202510,Nottingham,Vortioxetine,antidepressant,238.0000,6088.0587
202510,Nottingham,Zolpidem tartrate,anxiolytic,602.0000,363.0024
202510,Nottingham,Zopiclone,anxiolytic,4260.0000,2055.5571
202510,Peterborough,Agomelatine,antidepressant,2.0000,76.2005
202510,Peterborough,Amitriptyline hydrochloride,antidepressant,8874.0000,7609.9535
202510,Peterborough,Bupropion hydrochloride,antidepressant,14.0000,486.8895
202510,Peterborough,Buspirone hydrochloride,anxiolytic,79.0000,301.4656
202510,Peterborough,Chloral hydrate,anxiolytic,1.0000,651.4424
202510,Peterborough,Chlordiazepoxide hydrochloride,anxiolytic,7.0000,14.3839
202510,Peterborough,Citalopram hydrobromide,antidepressant,7269.0000,4281.5052
202510,Peterborough,Citalopram hydrochloride,antidepressant,35.0000,310.1276
202510,Peterborough,Clobazam,anxiolytic,145.0000,3275.5294
202510,Peterborough,Clomipramine hydrochloride,antidepressant,61.0000,574.8316
202510,Peterborough,Clonazepam,anxiolytic,510.0000,1843.6397
202510,Peterborough,Daridorexant,anxiolytic,90.0000,2892.9425
202510,Peterborough,Diazepam,anxiolytic,1336.0000,3906.6983
202510,Peterborough,Dosulepin hydrochloride,antidepressant,121.0000,1000.3706
202510,Peterborough,Doxepin,antidepressant,5.0000,85.4620
202510,Peterborough,Duloxetine hydrochloride,antidepressant,1400.0000,4435.8282
202510,Peterborough,Escitalopram,antidepressant,756.0000,940.8333
202510,Peterborough,Fluoxetine hydrochloride,antidepressant,3058.0000,4229.5768
202510,Peterborough,Flupentixol decanoate,antidepressant,27.0000,821.3150
202510,Peterborough,Flupentixol hydrochloride,antidepressant,65.0000,217.1414
202510,Peterborough,Fluvoxamine maleate,antidepressant,4.0000,88.9618
202510,Peterborough,Imipramine hydrochloride,antidepressant,42.0000,259.6653
202510,Peterborough,Lofepramine hydrochloride,antidepressant,27.0000,576.4648
202510,Peterborough,Loprazolam mesilate,anxiolytic,11.0000,228.5112
202510,Peterborough,Lorazepam,anxiolytic,540.0000,2172.3822
202510,Peterborough,Lormetazepam,anxiolytic,8.0000,42.1263
202510,Peterborough,Melatonin,anxiolytic,750.0000,15500.7649
202510,Peterborough,Midazolam hydrochloride,anxiolytic,38.0000,3530.7413
202510,Peterborough,Midazolam maleate,anxiolytic,6.0000,503.4344
202510,Peterborough,Mirtazapine,antidepressant,5122.0000,4654.1987
202510,Peterborough,Moclobemide,antidepressant,1.0000,24.9186
202510,Peterborough,Nitrazepam,anxiolytic,102.0000,143.6197
202510,Peterborough,Nortriptyline,antidepressant,501.0000,1290.0789
202510,Peterborough,Oxazepam,anxiolytic,5.0000,28.9118
202510,Peterborough,Paroxetine hydrochloride,antidepressant,652.0000,950.7253
202510,Peterborough,Phenelzine sulfate,antidepressant,1.0000,120.0124
202510,Peterborough,Phenobarbital,anxiolytic,63.0000,742.2981
202510,Peterborough,Pregabalin,anxiolytic,4354.0000,7924.8020
202510,Peterborough,Promethazine teoclate,anxiolytic,11.0000,43.8874
202510,Peterborough,Reboxetine,antidepressant,6.0000,38.3093
202510,Peterborough,Sertraline hydrochloride,antidepressant,11851.0000,15535.1434
202510,Peterborough,Sodium oxybate,anxiolytic,1.0000,1080.0124
202510,Peterborough,Temazepam,anxiolytic,130.0000,2609.3991
202510,Peterborough,Tranylcypromine sulfate,antidepressant,2.0000,970.0248
202510,Peterborough,Trazodone hydrochloride,antidepressant,213.0000,918.2769
202510,Peterborough,Trimipramine maleate,antidepressant,14.0000,165.9236
202510,Peterborough,Tryptophan,antidepressant,1.0000,174.1405
202510,Peterborough,Venlafaxine,antidepressant,2820.0000,23216.0807
202510,Peterborough,Vortioxetine,antidepressant,91.0000,1945.4114
202510,Peterborough,Zolpidem tartrate,anxiolytic,235.0000,162.3671
202510,Peterborough,Zopiclone,anxiolytic,1623.0000,779.9228
202510,Plymouth,Agomelatine,antidepressant,11.0000,267.1432
202510,Plymouth,Amitriptyline hydrochloride,antidepressant,8257.0000,9068.4430
202510,Plymouth,Bupropion hydrochloride,antidepressant,4.0000,153.6663
202510,Plymouth,Buspirone hydrochloride,anxiolytic,67.0000,370.6177
202510,Plymouth,Chloral hydrate,anxiolytic,1.0000,244.2624
202510,Plymouth,Chlordiazepoxide hydrochloride,anxiolytic,10.0000,11.8017
202510,Plymouth,Citalopram hydrobromide,antidepressant,5401.0000,4330.4400
202510,Plymouth,Citalopram hydrochloride,antidepressant,30.0000,275.0225
202510,Plymouth,Clobazam,anxiolytic,119.0000,2105.7726
202510,Plymouth,Clomipramine hydrochloride,antidepressant,82.0000,1029.8196
202510,Plymouth,Clonazepam,anxiolytic,272.0000,647.3925
202510,Plymouth,Daridorexant,anxiolytic,51.0000,1943.4679
202510,Plymouth,Diazepam,anxiolytic,1928.0000,1257.9216
202510,Plymouth,Dosulepin hydrochloride,antidepressant,80.0000,972.1431
202510,Plymouth,Doxepin,antidepressant,5.0000,292.4411
202510,Plymouth,Duloxetine hydrochloride,antidepressant,2429.0000,8546.8439
202510,Plymouth,Escitalopram,antidepressant,483.0000,891.8465
202510,Plymouth,Fluoxetine hydrochloride,antidepressant,3158.0000,4665.2867
202510,Plymouth,Flupentixol decanoate,antidepressant,1.0000,22.7076
202510,Plymouth,Flupentixol hydrochloride,antidepressant,53.0000,136.3773
202510,Plymouth,Fluvoxamine maleate,antidepressant,11.0000,152.9085
202510,Plymouth,Imipramine hydrochloride,antidepressant,105.0000,555.1959
202510,Plymouth,Lofepramine hydrochloride,antidepressant,60.0000,2015.0653
202510,Plymouth,Lorazepam,anxiolytic,383.0000,2178.6318
202510,Plymouth,Lormetazepam,anxiolytic,8.0000,23.8703
202510,Plymouth,Melatonin,anxiolytic,2272.0000,22587.3852
202510,Plymouth,Mianserin hydrochloride,antidepressant,1.0000,18.5957
202510,Plymouth,Midazolam hydrochloride,anxiolytic,32.0000,2731.7968
202510,Plymouth,Midazolam maleate,anxiolytic,9.0000,1014.0316
202510,Plymouth,Mirtazapine,antidepressant,6877.0000,6998.3661
202510,Plymouth,Moclobemide,antidepressant,6.0000,25.4711
202510,Plymouth,Nitrazepam,anxiolytic,124.0000,141.0140
202510,Plymouth,Nortriptyline,antidepressant,355.0000,1112.2233
202510,Plymouth,Oxazepam,anxiolytic,7.0000,33.7281
202510,Plymouth,Paroxetine hydrochloride,antidepressant,379.0000,625.8928
202510,Plymouth,Phenelzine sulfate,antidepressant,2.0000,336.2248
202510,Plymouth,Phenobarbital,anxiolytic,25.0000,55.9400
202510,Plymouth,Pregabalin,anxiolytic,3968.0000,6810.1795
202510,Plymouth,Promethazine teoclate,anxiolytic,8.0000,22.1372
202510,Plymouth,Reboxetine,antidepressant,12.0000,228.8087
202510,Plymouth,Sertraline hydrochloride,antidepressant,10222.0000,16269.0005
202510,Plymouth,Sodium oxybate,anxiolytic,1.0000,1080.0124
202510,Plymouth,Temazepam,anxiolytic,101.0000,1918.3172
202510,Plymouth,Tranylcypromine sulfate,antidepressant,1.0000,4850.0124
202510,Plymouth,Trazodone hydrochloride,antidepressant,513.0000,908.7182
202510,Plymouth,Trimipramine maleate,antidepressant,10.0000,770.6540
202510,Plymouth,Venlafaxine,antidepressant,3511.0000,38803.2373
202510,Plymouth,Vortioxetine,antidepressant,59.0000,1473.9912
202510,Plymouth,Zolpidem tartrate,anxiolytic,213.0000,120.8470
202510,Plymouth,Zopiclone,anxiolytic,2046.0000,957.1079
202510,Sunderland,Agomelatine,antidepressant,66.0000,868.1499
202510,Sunderland,Amitriptyline hydrochloride,antidepressant,8540.0000,6672.4329
202510,Sunderland,Bupropion hydrochloride,antidepressant,1.0000,39.6872
202510,Sunderland,Buspirone hydrochloride,anxiolytic,50.0000,150.0647
202510,Sunderland,Citalopram hydrobromide,antidepressant,5966.0000,3375.1780
202510,Sunderland,Citalopram hydrochloride,antidepressant,19.0000,205.2051
202510,Sunderland,Clobazam,anxiolytic,159.0000,2686.5581
202510,Sunderland,Clomipramine hydrochloride,antidepressant,105.0000,735.2740
202510,Sunderland,Clonazepam,anxiolytic,442.0000,813.0388
202510,Sunderland,Daridorexant,anxiolytic,10.0000,455.3157
202510,Sunderland,Diazepam,anxiolytic,958.0000,893.6973
202510,Sunderland,Dosulepin hydrochloride,antidepressant,97.0000,710.4355
202510,Sunderland,Doxepin,antidepressant,6.0000,46.9744
202510,Sunderland,Duloxetine hydrochloride,antidepressant,3969.0000,7097.5892
202510,Sunderland,Escitalopram,antidepressant,778.0000,861.1915
202510,Sunderland,Fluoxetine hydrochloride,antidepressant,5264.0000,4976.0958
202510,Sunderland,Flupentixol decanoate,antidepressant,1.0000,59.4010
202510,Sunderland,Flupentixol hydrochloride,antidepressant,49.0000,120.1031
202510,Sunderland,Fluvoxamine maleate,antidepressant,2.0000,60.8770
202510,Sunderland,Imipramine hydrochloride,antidepressant,27.0000,113.8708
202510,Sunderland,Lofepramine hydrochloride,antidepressant,87.0000,1317.6488
202510,Sunderland,Loprazolam mesilate,anxiolytic,1.0000,52.6131
202510,Sunderland,Lorazepam,anxiolytic,303.0000,986.1340
202510,Sunderland,Lormetazepam,anxiolytic,2.0000,13.7312
202510,Sunderland,Melatonin,anxiolytic,1450.0000,15895.1378
202510,Sunderland,Midazolam hydrochloride,anxiolytic,26.0000,2179.8724
202510,Sunderland,Midazolam maleate,anxiolytic,5.0000,503.4220
202510,Sunderland,Mirtazapine,antidepressant,9907.0000,6304.5269
202510,Sunderland,Moclobemide,antidepressant,5.0000,60.1452
202510,Sunderland,Nitrazepam,anxiolytic,122.0000,141.0087
202510,Sunderland,Nortriptyline,antidepressant,788.0000,1376.7016
202510,Sunderland,Oxazepam,anxiolytic,4.0000,9.1996
202510,Sunderland,Paroxetine hydrochloride,antidepressant,659.0000,741.6436
202510,Sunderland,Phenobarbital,anxiolytic,78.0000,141.6372
202510,Sunderland,Pregabalin,anxiolytic,3993.0000,6587.8232
202510,Sunderland,Promethazine teoclate,anxiolytic,1.0000,4.4302
202510,Sunderland,Reboxetine,antidepressant,12.0000,158.1522
202510,Sunderland,Sertraline hydrochloride,antidepressant,12797.0000,17032.1261
202510,Sunderland,Temazepam,anxiolytic,145.0000,2290.6880
202510,Sunderland,Trazodone hydrochloride,antidepressant,1595.0000,1285.7969
202510,Sunderland,Trimipramine maleate,antidepressant,7.0000,289.6468
202510,Sunderland,Venlafaxine,antidepressant,3044.0000,11989.3067
202510,Sunderland,Vortioxetine,antidepressant,235.0000,2985.8768
202510,Sunderland,Zolpidem tartrate,anxiolytic,109.0000,55.2299
202510,Sunderland,Zopiclone,anxiolytic,848.0000,368.4281
202510,York,Agomelatine,antidepressant,3.0000,101.5539
202510,York,Amitriptyline hydrochloride,antidepressant,7010.0000,7529.7952
202510,York,Bupropion hydrochloride,antidepressant,7.0000,217.2774
202510,York,Buspirone hydrochloride,anxiolytic,38.0000,530.8919
202510,York,Chloral hydrate,anxiolytic,3.0000,732.7872
202510,York,Chlordiazepoxide hydrochloride,anxiolytic,16.0000,20.1766
202510,York,Citalopram hydrobromide,antidepressant,4795.0000,3250.4787
202510,York,Citalopram hydrochloride,antidepressant,25.0000,213.5872
202510,York,Clobazam,anxiolytic,113.0000,2979.6304
202510,York,Clomipramine hydrochloride,antidepressant,85.0000,918.7918
202510,York,Clonazepam,anxiolytic,164.0000,392.3045
202510,York,Daridorexant,anxiolytic,25.0000,949.1961
202510,York,Diazepam,anxiolytic,996.0000,979.1472
202510,York,Dosulepin hydrochloride,antidepressant,64.0000,562.2937
202510,York,Doxepin,antidepressant,2.0000,23.2648
202510,York,Duloxetine hydrochloride,antidepressant,1178.0000,3441.4856
202510,York,Escitalopram,antidepressant,703.0000,940.8255
202510,York,Fluoxetine hydrochloride,antidepressant,2832.0000,3575.5127
202510,York,Flupentixol decanoate,antidepressant,25.0000,291.7717
202510,York,Flupentixol hydrochloride,antidepressant,44.0000,203.9125
202510,York,Fluvoxamine maleate,antidepressant,7.0000,209.2204
202510,York,Imipramine hydrochloride,antidepressant,66.0000,416.8752
202510,York,Lofepramine hydrochloride,antidepressant,42.0000,1212.8353
202510,York,Lorazepam,anxiolytic,322.0000,2901.0014
202510,York,Lormetazepam,anxiolytic,2.0000,11.9263
202510,York,Melatonin,anxiolytic,720.0000,21197.7752
202510,York,Mianserin hydrochloride,antidepressant,4.0000,239.1748
202510,York,Midazolam hydrochloride,anxiolytic,21.0000,2418.6290
202510,York,Midazolam maleate,anxiolytic,1.0000,45.7724
202510,York,Mirtazapine,antidepressant,4116.0000,3961.5204
202510,York,Moclobemide,antidepressant,5.0000,154.3809
202510,York,Nitrazepam,anxiolytic,102.0000,135.2794
202510,York,Nortriptyline,antidepressant,560.0000,1799.4233
202510,York,Oxazepam,anxiolytic,11.0000,26.0855
202510,York,Paroxetine hydrochloride,antidepressant,361.0000,656.9204
202510,York,Phenobarbital,anxiolytic,29.0000,82.7457
202510,York,Pregabalin,anxiolytic,3450.0000,9186.7256
202510,York,Promethazine teoclate,anxiolytic,2.0000,8.8604
202510,York,Reboxetine,antidepressant,8.0000,192.3561
202510,York,Sertraline hydrochloride,antidepressant,11729.0000,16464.6682
202510,York,Temazepam,anxiolytic,84.0000,2077.2748
202510,York,Trazodone hydrochloride,antidepressant,400.0000,1395.0332
202510,York,Trimipramine maleate,antidepressant,1.0000,205.4524
202510,York,Venlafaxine,antidepressant,1639.0000,14370.5266
202510,York,Vortioxetine,antidepressant,194.0000,5203.9129
202510,York,Zolpidem tartrate,anxiolytic,61.0000,41.5871
202510,York,Zopiclone,anxiolytic,1110.0000,616.5382
202511,Birmingham,Agomelatine,antidepressant,15.0000,533.3164
202511,Birmingham,Amitriptyline hydrochloride,antidepressant,22991.0000,21391.4430
202511,Birmingham,Bupropion hydrochloride,antidepressant,25.0000,902.1145
202511,Birmingham,Buspirone hydrochloride,anxiolytic,380.0000,2115.1666
202511,Birmingham,Chloral hydrate,anxiolytic,9.0000,4740.2869
202511,Birmingham,Chlordiazepoxide hydrochloride,anxiolytic,32.0000,107.0071
202511,Birmingham,Citalopram hydrobromide,antidepressant,15940.0000,11638.9453
202511,Birmingham,Citalopram hydrochloride,antidepressant,114.0000,1084.7446
202511,Birmingham,Clobazam,anxiolytic,853.0000,17334.9458
202511,Birmingham,Clomethiazole,anxiolytic,2.0000,126.6550
202511,Birmingham,Clomipramine hydrochloride,antidepressant,207.0000,2657.2362
202511,Birmingham,Clonazepam,anxiolytic,1103.0000,7784.8581
202511,Birmingham,Daridorexant,anxiolytic,460.0000,18412.4210
202511,Birmingham,Diazepam,anxiolytic,5013.0000,10205.6002
202511,Birmingham,Dosulepin hydrochloride,antidepressant,326.0000,3541.1966
202511,Birmingham,Doxepin,antidepressant,7.0000,361.0268
202511,Birmingham,Duloxetine hydrochloride,antidepressant,6211.0000,25815.0572
202511,Birmingham,Escitalopram,antidepressant,2119.0000,2996.2884
202511,Birmingham,Fluoxetine hydrochloride,antidepressant,8283.0000,14102.5227
202511,Birmingham,Flupentixol decanoate,antidepressant,19.0000,279.4551
202511,Birmingham,Flupentixol hydrochloride,antidepressant,172.0000,890.8546
202511,Birmingham,Fluvoxamine maleate,antidepressant,27.0000,664.7287
202511,Birmingham,Imipramine hydrochloride,antidepressant,63.0000,490.5491
202511,Birmingham,Isocarboxazid,antidepressant,1.0000,302.1124
202511,Birmingham,Lofepramine hydrochloride,antidepressant,98.0000,2633.3052
202511,Birmingham,Loprazolam mesilate,anxiolytic,9.0000,238.4643
202511,Birmingham,Lorazepam,anxiolytic,1749.0000,8045.0550
202511,Birmingham,Lormetazepam,anxiolytic,7.0000,35.7602
202511,Birmingham,Melatonin,anxiolytic,2959.0000,98309.1506
202511,Birmingham,Midazolam hydrochloride,anxiolytic,170.0000,17768.8427
202511,Birmingham,Midazolam maleate,anxiolytic,28.0000,4429.4572
202511,Birmingham,Mirtazapine,antidepressant,21961.0000,20774.9735
202511,Birmingham,Moclobemide,antidepressant,9.0000,165.7324
202511,Birmingham,Nitrazepam,anxiolytic,281.0000,10099.2162
202511,Birmingham,Nortriptyline,antidepressant,634.0000,2552.7021
202511,Birmingham,Oxazepam,anxiolytic,20.0000,126.2496
202511,Birmingham,Paroxetine hydrochloride,antidepressant,1740.0000,3071.8632
202511,Birmingham,Phenelzine sulfate,antidepressant,1.0000,264.8824
202511,Birmingham,Phenobarbital,anxiolytic,151.0000,1342.3724
202511,Birmingham,Pregabalin,anxiolytic,16828.0000,34748.7356
202511,Birmingham,Promethazine teoclate,anxiolytic,40.0000,210.8214
202511,Birmingham,Reboxetine,antidepressant,17.0000,228.0628
202511,Birmingham,Sertraline hydrochloride,antidepressant,36817.0000,69783.9488
202511,Birmingham,Sodium oxybate,anxiolytic,3.0000,1800.0372
202511,Birmingham,Temazepam,anxiolytic,331.0000,7496.8444
202511,Birmingham,Tranylcypromine sulfate,antidepressant,2.0000,2910.0248
202511,Birmingham,Trazodone hydrochloride,antidepressant,425.0000,1342.9316
202511,Birmingham,Trimipramine maleate,antidepressant,7.0000,494.6868
202511,Birmingham,Tryptophan,antidepressant,1.0000,29.1392
202511,Birmingham,Venlafaxine,antidepressant,8650.0000,93904.1023
202511,Birmingham,Vortioxetine,antidepressant,336.0000,8459.3701
202511,Birmingham,Zolpidem tartrate,anxiolytic,822.0000,576.6324
202511,Birmingham,Zopiclone,anxiolytic,5744.0000,3137.6129
202511,Brighton,Agomelatine,antidepressant,6.0000,95.6683
202511,Brighton,Amitriptyline hydrochloride,antidepressant,3571.0000,3596.2239
202511,Brighton,Bupropion hydrochloride,antidepressant,38.0000,1416.7451
202511,Brighton,Buspirone hydrochloride,anxiolytic,71.0000,257.7698
202511,Brighton,Chloral hydrate,anxiolytic,2.0000,895.7048
202511,Brighton,Chlordiazepoxide hydrochloride,anxiolytic,1.0000,8.5730
202511,Brighton,Citalopram hydrobromide,antidepressant,3375.0000,2584.4222
202511,Brighton,Citalopram hydrochloride,antidepressant,11.0000,116.2499
202511,Brighton,Clobazam,anxiolytic,82.0000,792.1967
202511,Brighton,Clomipramine hydrochloride,antidepressant,59.0000,565.5264
202511,Brighton,Clonazepam,anxiolytic,397.0000,971.3624
202511,Brighton,Daridorexant,anxiolytic,98.0000,4405.7353
202511,Brighton,Diazepam,anxiolytic,2177.0000,1729.3436
202511,Brighton,Dosulepin hydrochloride,antidepressant,44.0000,509.2063
202511,Brighton,Doxepin,antidepressant,1.0000,11.6324
202511,Brighton,Duloxetine hydrochloride,antidepressant,2216.0000,7358.7128
202511,Brighton,Escitalopram,antidepressant,840.0000,1123.7567
202511,Brighton,Fluoxetine hydrochloride,antidepressant,1934.0000,2716.5650
202511,Brighton,Flupentixol decanoate,antidepressant,4.0000,31.6608
202511,Brighton,Flupentixol hydrochloride,antidepressant,13.0000,30.9296
202511,Brighton,Fluvoxamine maleate,antidepressant,5.0000,192.9645
202511,Brighton,Imipramine hydrochloride,antidepressant,5.0000,68.6345
202511,Brighton,Lofepramine hydrochloride,antidepressant,8.0000,280.6492
202511,Brighton,Loprazolam mesilate,anxiolytic,15.0000,227.8832
202511,Brighton,Lorazepam,anxiolytic,215.0000,915.3253
202511,Brighton,Lormetazepam,anxiolytic,1.0000,2.8393
202511,Brighton,Melatonin,anxiolytic,2074.0000,17293.8150
202511,Brighton,Midazolam hydrochloride,anxiolytic,19.0000,2090.2356
202511,Brighton,Midazolam maleate,anxiolytic,3.0000,636.6572
202511,Brighton,Mirtazapine,antidepressant,4327.0000,3169.2980
202511,Brighton,Moclobemide,antidepressant,12.0000,178.7866
202511,Brighton,Nitrazepam,anxiolytic,112.0000,122.0357
202511,Brighton,Nortriptyline,antidepressant,219.0000,630.8562
202511,Brighton,Oxazepam,anxiolytic,25.0000,87.8235
202511,Brighton,Paroxetine hydrochloride,antidepressant,219.0000,366.4864
202511,Brighton,Phenelzine sulfate,antidepressant,1.0000,198.6924
202511,Brighton,Phenobarbital,anxiolytic,44.0000,184.9656
202511,Brighton,Pregabalin,anxiolytic,2918.0000,5753.2432
202511,Brighton,Promethazine teoclate,anxiolytic,1.0000,4.4306
202511,Brighton,Reboxetine,antidepressant,7.0000,83.9476
202511,Brighton,Sertraline hydrochloride,antidepressant,7179.0000,12845.9486
202511,Brighton,Sodium oxybate,anxiolytic,2.0000,1440.0248
202511,Brighton,Temazepam,anxiolytic,161.0000,2700.3664
202511,Brighton,Tranylcypromine sulfate,antidepressant,3.0000,5820.0372
202511,Brighton,Trazodone hydrochloride,antidepressant,719.0000,1239.4166
202511,Brighton,Trimipramine maleate,antidepressant,13.0000,85.0812
202511,Brighton,Tryptophan,antidepressant,3.0000,348.6302
202511,Brighton,Venlafaxine,antidepressant,1926.0000,20629.7958
202511,Brighton,Vortioxetine,antidepressant,313.0000,7259.2791
202511,Brighton,Zolpidem tartrate,anxiolytic,502.0000,296.5214
202511,Brighton,Zopiclone,anxiolytic,1552.0000,771.4307
202511,Bristol,Agomelatine,antidepressant,18.0000,610.3471
202511,Bristol,Amitriptyline hydrochloride,antidepressant,16038.0000,18890.1996
202511,Bristol,Bupropion hydrochloride,antidepressant,36.0000,1497.6636
202511,Bristol,Buspirone hydrochloride,anxiolytic,44.0000,434.3397
202511,Bristol,Chloral hydrate,anxiolytic,3.0000,1465.5372
202511,Bristol,Chlordiazepoxide hydrochloride,anxiolytic,17.0000,36.9406
202511,Bristol,Citalopram hydrobromide,antidepressant,12641.0000,10816.5620
202511,Bristol,Citalopram hydrochloride,antidepressant,63.0000,647.3256
202511,Bristol,Clobazam,anxiolytic,280.0000,4717.3675
202511,Bristol,Clomethiazole,anxiolytic,2.0000,15.5031
202511,Bristol,Clomipramine hydrochloride,antidepressant,230.0000,2026.9722
202511,Bristol,Clonazepam,anxiolytic,804.0000,3512.4440
202511,Bristol,Daridorexant,anxiolytic,438.0000,17761.5699
202511,Bristol,Diazepam,anxiolytic,5100.0000,5314.0825
202511,Bristol,Dosulepin hydrochloride,antidepressant,214.0000,2445.4359
202511,Bristol,Doxepin,antidepressant,45.0000,936.2875
202511,Bristol,Duloxetine hydrochloride,antidepressant,4499.0000,19277.6211
202511,Bristol,Escitalopram,antidepressant,2544.0000,3696.8847
202511,Bristol,Fluoxetine hydrochloride,antidepressant,5807.0000,10714.4103
202511,Bristol,Flupentixol decanoate,antidepressant,50.0000,758.3672
202511,Bristol,Flupentixol hydrochloride,antidepressant,168.0000,639.9859
202511,Bristol,Fluvoxamine maleate,antidepressant,23.0000,570.1547
202511,Bristol,Imipramine hydrochloride,antidepressant,71.0000,341.2253
202511,Bristol,Isocarboxazid,antidepressant,4.0000,717.8296
202511,Bristol,Lofepramine hydrochloride,antidepressant,107.0000,2867.0044
202511,Bristol,Loprazolam mesilate,anxiolytic,4.0000,61.4891
202511,Bristol,Lorazepam,anxiolytic,923.0000,4431.2163
202511,Bristol,Lormetazepam,anxiolytic,6.0000,85.9246
202511,Bristol,Melatonin,anxiolytic,1696.0000,26483.4593
202511,Bristol,Midazolam hydrochloride,anxiolytic,127.0000,12279.4581
202511,Bristol,Midazolam maleate,anxiolytic,26.0000,4300.9624
202511,Bristol,Mirtazapine,antidepressant,15350.0000,14766.0906
202511,Bristol,Moclobemide,antidepressant,5.0000,159.8882
202511,Bristol,Nitrazepam,anxiolytic,201.0000,964.5183
202511,Bristol,Nortriptyline,antidepressant,1097.0000,4959.2879
202511,Bristol,Oxazepam,anxiolytic,29.0000,80.4603
202511,Bristol,Paroxetine hydrochloride,antidepressant,1171.0000,2274.7253
202511,Bristol,Phenelzine sulfate,antidepressant,9.0000,1186.0141
202511,Bristol,Phenobarbital,anxiolytic,92.0000,724.6148
202511,Bristol,Pregabalin,anxiolytic,7895.0000,16299.8877
202511,Bristol,Promethazine teoclate,anxiolytic,4.0000,37.3331
202511,Bristol,Reboxetine,antidepressant,27.0000,346.4559
202511,Bristol,Sertraline hydrochloride,antidepressant,27401.0000,41444.0759
202511,Bristol,Temazepam,anxiolytic,291.0000,6139.4890
202511,Bristol,Tranylcypromine sulfate,antidepressant,2.0000,4365.0248
202511,Bristol,Trazodone hydrochloride,antidepressant,643.0000,1244.7925
202511,Bristol,Trimipramine maleate,antidepressant,13.0000,1195.6012
202511,Bristol,Tryptophan,antidepressant,4.0000,87.5205
