date,region,chemical_substance,items,net_cost ,actual_cost
2023-03,UNIDENTIFIED,Paroxetine hydrochloride,9.0,48.58,46.10251
2023-03,UNIDENTIFIED,Sertraline hydrochloride,203.0,519.95,492.69706
2023-03,UNIDENTIFIED,Escitalopram,19.0,77.0,72.67782
2023-03,UNIDENTIFIED,Citalopram hydrochloride,3.0,28.14,26.30647
2023-03,UNIDENTIFIED,Vortioxetine,5.0,119.79,112.64987
2023-03,UNIDENTIFIED,Flupentixol hydrochloride,4.0,18.15,17.46291
2023-03,UNIDENTIFIED,Venlafaxine,67.0,785.87,740.80495
2023-03,UNIDENTIFIED,Mirtazapine,180.0,221.78,213.87515
2023-03,UNIDENTIFIED,Duloxetine hydrochloride,74.0,530.03,498.31957
2023-03,UNIDENTIFIED,Agomelatine,3.0,77.25,72.15167
2023-03,UNIDENTIFIED,Bupropion hydrochloride,2.0,83.52,80.91708
2023-04,EAST OF ENGLAND,Flupentixol hydrochloride,243.0,1389.74,1332.95247
2023-04,EAST OF ENGLAND,Flupentixol decanoate,288.0,3278.65,3095.77888
2023-04,EAST OF ENGLAND,Amitriptyline hydrochloride,158033.0,235004.78,224600.15739
2023-04,EAST OF ENGLAND,Clomipramine hydrochloride,2619.0,34000.24,32092.8981
2023-04,EAST OF ENGLAND,Dosulepin hydrochloride,3521.0,47763.6,45047.15646
2023-04,EAST OF ENGLAND,Doxepin,148.0,30768.57,28965.75796
2023-04,EAST OF ENGLAND,Imipramine hydrochloride,1016.0,6435.13,6081.03122
2023-04,EAST OF ENGLAND,Lofepramine hydrochloride,1093.0,14944.91,14141.90092
2023-04,EAST OF ENGLAND,Mianserin hydrochloride,9.0,477.63,449.81332
2023-04,EAST OF ENGLAND,Nortriptyline,8575.0,30699.22,29660.51476
2023-04,EAST OF ENGLAND,Trazodone hydrochloride,7314.0,33866.54,32455.50799
2023-04,EAST OF ENGLAND,Trimipramine maleate,148.0,64348.98,60576.15111
2023-04,EAST OF ENGLAND,Isocarboxazid,17.0,9061.92,8530.84657
2023-04,EAST OF ENGLAND,Moclobemide,80.0,1487.91,1406.02645
2023-04,EAST OF ENGLAND,Phenelzine sulfate,58.0,8065.87,7596.79324
2023-04,EAST OF ENGLAND,Tranylcypromine sulfate,31.0,33344.32,31388.96734
2023-04,EAST OF ENGLAND,Citalopram hydrobromide,158534.0,254525.57,242734.59971
2023-04,EAST OF ENGLAND,Fluoxetine hydrochloride,68107.0,240488.53,229538.63137
2023-04,EAST OF ENGLAND,Fluvoxamine maleate,214.0,4429.28,4180.94244
2023-04,EAST OF ENGLAND,Paroxetine hydrochloride,12993.0,37018.51,35486.59282
2023-04,EAST OF ENGLAND,Sertraline hydrochloride,206459.0,355948.29,339836.81052
2023-04,EAST OF ENGLAND,Escitalopram,16302.0,29193.54,27837.26599
2023-04,EAST OF ENGLAND,Citalopram hydrochloride,730.0,15016.16,14143.72386
2023-04,EAST OF ENGLAND,Vortioxetine,3101.0,77307.12,72891.04961
2023-04,EAST OF ENGLAND,Flupentixol hydrochloride,1461.0,4199.31,4075.98864
2023-04,EAST OF ENGLAND,Tryptophan,6.0,2007.44,1889.81375
2023-04,EAST OF ENGLAND,Reboxetine,189.0,3624.43,3425.77384
2023-04,EAST OF ENGLAND,Venlafaxine,63238.0,436509.77,413576.44343
2023-04,EAST OF ENGLAND,Mirtazapine,97456.0,109688.29,107019.57194
2023-04,EAST OF ENGLAND,Duloxetine hydrochloride,29029.0,122801.76,116492.87771
2023-04,EAST OF ENGLAND,Agomelatine,148.0,3228.85,3045.66093
2023-04,EAST OF ENGLAND,Bupropion hydrochloride,97.0,3604.2,3419.30189
2023-04,LONDON,Flupentixol hydrochloride,558.0,2772.77,2671.47747
2023-04,LONDON,Flupentixol decanoate,503.0,12365.14,11664.87009
2023-04,LONDON,Amitriptyline hydrochloride,107616.0,142186.54,138772.91997
2023-04,LONDON,Clomipramine hydrochloride,1793.0,25417.4,24015.38867
2023-04,LONDON,Dosulepin hydrochloride,2637.0,33922.33,32077.79827
2023-04,LONDON,Doxepin,160.0,33427.82,31474.49177
2023-04,LONDON,Imipramine hydrochloride,803.0,3710.16,3535.19781
2023-04,LONDON,Lofepramine hydrochloride,1098.0,14135.12,13398.25865
2023-04,LONDON,Mianserin hydrochloride,8.0,314.23,295.88956
2023-04,LONDON,Nortriptyline,7733.0,25897.56,25152.52662
2023-04,LONDON,Trazodone hydrochloride,5087.0,24254.05,23262.05059
2023-04,LONDON,Trimipramine maleate,279.0,102578.03,96573.30306
2023-04,LONDON,Isocarboxazid,25.0,4472.19,4212.16282
2023-04,LONDON,Moclobemide,74.0,1434.52,1355.45709
2023-04,LONDON,Phenelzine sulfate,45.0,8175.49,7699.59368
2023-04,LONDON,Tranylcypromine sulfate,41.0,68380.67,64369.06208
2023-04,LONDON,Citalopram hydrobromide,100115.0,167256.84,161649.60008
2023-04,LONDON,Fluoxetine hydrochloride,47342.0,167090.25,160672.399
2023-04,LONDON,Fluvoxamine maleate,308.0,7620.45,7196.68563
2023-04,LONDON,Paroxetine hydrochloride,10815.0,31058.6,30054.2223
2023-04,LONDON,Sertraline hydrochloride,172837.0,318561.69,307241.21441
2023-04,LONDON,Escitalopram,15924.0,35170.27,33631.8458
2023-04,LONDON,Citalopram hydrochloride,403.0,8607.04,8106.95903
2023-04,LONDON,Vortioxetine,2740.0,75198.42,70918.69887
2023-04,LONDON,Flupentixol hydrochloride,798.0,2171.65,2119.30868
2023-04,LONDON,Oxitriptan,1.0,58.31,55.00065
2023-04,LONDON,Tryptophan,6.0,464.0,437.34594
2023-04,LONDON,Reboxetine,134.0,2108.36,1996.39869
2023-04,LONDON,Venlafaxine,40522.0,311014.66,295692.36376
2023-04,LONDON,Mirtazapine,104816.0,107394.89,107579.03871
2023-04,LONDON,Duloxetine hydrochloride,23766.0,88534.24,84783.51812
2023-04,LONDON,Agomelatine,358.0,8266.95,7800.16764
2023-04,LONDON,Bupropion hydrochloride,308.0,16864.85,16121.38587
2023-04,MIDLANDS,Flupentixol hydrochloride,477.0,3117.7,2986.99996
2023-04,MIDLANDS,Flupentixol decanoate,436.0,11857.74,11192.02126
2023-04,MIDLANDS,Amitriptyline hydrochloride,248575.0,384402.79,367106.11042
2023-04,MIDLANDS,Clomipramine hydrochloride,3123.0,48068.98,45342.23016
2023-04,MIDLANDS,Dosulepin hydrochloride,5571.0,81517.28,76875.90364
2023-04,MIDLANDS,Doxepin,239.0,41548.49,39116.13205
2023-04,MIDLANDS,Imipramine hydrochloride,1807.0,13308.4,12566.87197
2023-04,MIDLANDS,Lofepramine hydrochloride,2251.0,37797.84,35727.75282
2023-04,MIDLANDS,Mianserin hydrochloride,12.0,1088.96,1025.20644
2023-04,MIDLANDS,Nortriptyline,12055.0,48154.44,46481.1243
2023-04,MIDLANDS,Trazodone hydrochloride,11840.0,53994.95,51709.20854
2023-04,MIDLANDS,Trimipramine maleate,173.0,73231.88,68938.00698
2023-04,MIDLANDS,Isocarboxazid,25.0,10343.88,9738.29017
2023-04,MIDLANDS,Moclobemide,115.0,2422.48,2289.43843
2023-04,MIDLANDS,Phenelzine sulfate,42.0,5406.65,5093.08529
2023-04,MIDLANDS,Tranylcypromine sulfate,51.0,56996.84,53654.96989
2023-04,MIDLANDS,Citalopram hydrobromide,214016.0,368006.95,350464.27719
2023-04,MIDLANDS,Fluoxetine hydrochloride,112491.0,379739.04,363987.04929
2023-04,MIDLANDS,Fluvoxamine maleate,371.0,7852.7,7421.73999
2023-04,MIDLANDS,Paroxetine hydrochloride,19366.0,58160.95,55928.6458
2023-04,MIDLANDS,Sertraline hydrochloride,353079.0,605922.2,578217.72314
2023-04,MIDLANDS,Escitalopram,24309.0,44511.59,42421.41749
2023-04,MIDLANDS,Citalopram hydrochloride,1217.0,24553.9,23127.63557
2023-04,MIDLANDS,Vortioxetine,4554.0,111553.2,105190.67541
2023-04,MIDLANDS,Flupentixol hydrochloride,2121.0,6579.06,6387.41109
2023-04,MIDLANDS,Oxitriptan,2.0,53.11,62.11819
2023-04,MIDLANDS,Tryptophan,8.0,1154.0,1086.74294
2023-04,MIDLANDS,Reboxetine,262.0,4378.0,4141.10477
2023-04,MIDLANDS,Venlafaxine,83918.0,688607.95,652283.29068
2023-04,MIDLANDS,Mirtazapine,169356.0,201205.01,195375.24948
2023-04,MIDLANDS,Duloxetine hydrochloride,56444.0,248334.83,235401.40924
2023-04,MIDLANDS,Agomelatine,256.0,6405.78,6038.97592
2023-04,MIDLANDS,Bupropion hydrochloride,113.0,4095.53,3863.48485
2023-04,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,702.0,3234.76,3122.43094
2023-04,NORTH EAST AND YORKSHIRE,Flupentixol decanoate,489.0,9127.42,8617.75084
2023-04,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,254058.0,354158.65,341790.50529
2023-04,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3233.0,41973.37,39661.57467
2023-04,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,4623.0,59057.44,55775.62834
2023-04,NORTH EAST AND YORKSHIRE,Doxepin,324.0,57789.54,54411.55101
2023-04,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1566.0,8514.28,8070.31931
2023-04,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2581.0,33445.49,31689.11625
2023-04,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,9.0,456.63,429.92085
2023-04,NORTH EAST AND YORKSHIRE,Nortriptyline,11951.0,37189.63,36202.05678
2023-04,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,37408.0,121136.29,117215.22416
2023-04,NORTH EAST AND YORKSHIRE,Trimipramine maleate,218.0,62797.37,59125.04676
2023-04,NORTH EAST AND YORKSHIRE,Isocarboxazid,4.0,1370.07,1290.12111
2023-04,NORTH EAST AND YORKSHIRE,Moclobemide,118.0,1877.42,1777.27527
2023-04,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,64.0,8250.3,7772.54929
2023-04,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,32.0,37206.61,35024.42272
2023-04,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,187050.0,293998.0,282344.43587
2023-04,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,135139.0,378662.19,366236.08489
2023-04,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,387.0,6044.59,5725.23117
2023-04,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,18118.0,44952.04,43597.19229
2023-04,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,345463.0,517767.26,499146.41332
2023-04,NORTH EAST AND YORKSHIRE,Escitalopram,18237.0,31021.38,29829.18936
2023-04,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,792.0,16111.58,15175.68096
2023-04,NORTH EAST AND YORKSHIRE,Vortioxetine,3878.0,73881.72,69802.5466
2023-04,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2125.0,5452.4,5340.52131
2023-04,NORTH EAST AND YORKSHIRE,Tryptophan,14.0,1517.84,1429.74367
2023-04,NORTH EAST AND YORKSHIRE,Reboxetine,423.0,5881.41,5578.16073
2023-04,NORTH EAST AND YORKSHIRE,Venlafaxine,70771.0,511937.68,486966.40539
2023-04,NORTH EAST AND YORKSHIRE,Mirtazapine,196180.0,194519.87,193571.82903
2023-04,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,70431.0,257219.44,245540.06171
2023-04,NORTH EAST AND YORKSHIRE,Agomelatine,335.0,4361.86,4132.91398
2023-04,NORTH EAST AND YORKSHIRE,Bupropion hydrochloride,66.0,2381.0,2246.09654
2023-04,NORTH WEST,Flupentixol hydrochloride,414.0,2376.4,2282.81976
2023-04,NORTH WEST,Flupentixol decanoate,427.0,8644.26,8174.23552
2023-04,NORTH WEST,Amitriptyline hydrochloride,167729.0,250086.66,239699.42197
2023-04,NORTH WEST,Clomipramine hydrochloride,2726.0,41575.13,39227.7924
2023-04,NORTH WEST,Dosulepin hydrochloride,4169.0,60416.71,56989.34742
2023-04,NORTH WEST,Doxepin,164.0,37020.73,34851.85015
2023-04,NORTH WEST,Imipramine hydrochloride,944.0,5139.2,4867.20454
2023-04,NORTH WEST,Lofepramine hydrochloride,1131.0,17075.46,16158.52412
2023-04,NORTH WEST,Mianserin hydrochloride,16.0,715.85,674.34089
2023-04,NORTH WEST,Nortriptyline,11833.0,47425.63,45878.21803
2023-04,NORTH WEST,Trazodone hydrochloride,15691.0,79722.68,76373.04005
2023-04,NORTH WEST,Trimipramine maleate,107.0,41938.38,39479.96531
2023-04,NORTH WEST,Moclobemide,58.0,1297.53,1226.50756
2023-04,NORTH WEST,Phenelzine sulfate,20.0,2568.0,2419.25255
2023-04,NORTH WEST,Tranylcypromine sulfate,14.0,27201.45,25605.4874
2023-04,NORTH WEST,Citalopram hydrobromide,146491.0,241031.52,230070.42
2023-04,NORTH WEST,Fluoxetine hydrochloride,85180.0,271094.31,261937.7556
2023-04,NORTH WEST,Fluvoxamine maleate,233.0,4624.63,4374.23655
2023-04,NORTH WEST,Paroxetine hydrochloride,15940.0,43573.99,42303.49714
2023-04,NORTH WEST,Sertraline hydrochloride,287554.0,452060.5,433322.41596
2023-04,NORTH WEST,Escitalopram,18403.0,33305.29,31838.27896
2023-04,NORTH WEST,Citalopram hydrochloride,672.0,14040.42,13225.32145
2023-04,NORTH WEST,Vortioxetine,3801.0,84349.98,79593.34763
2023-04,NORTH WEST,Flupentixol hydrochloride,1330.0,3962.59,3858.87341
2023-04,NORTH WEST,Tryptophan,7.0,1294.89,1219.59002
2023-04,NORTH WEST,Reboxetine,249.0,3881.48,3677.86948
2023-04,NORTH WEST,Venlafaxine,71215.0,516784.43,490718.40035
2023-04,NORTH WEST,Mirtazapine,169828.0,182719.07,179390.77088
2023-04,NORTH WEST,Duloxetine hydrochloride,48063.0,203834.52,193501.76659
2023-04,NORTH WEST,Agomelatine,147.0,2728.33,2575.52407
2023-04,NORTH WEST,Bupropion hydrochloride,82.0,3304.12,3114.94442
2023-04,SOUTH EAST,Flupentixol hydrochloride,258.0,1617.66,1550.6069
2023-04,SOUTH EAST,Flupentixol decanoate,399.0,6345.59,5989.2623
2023-04,SOUTH EAST,Amitriptyline hydrochloride,154845.0,269386.62,257311.90717
2023-04,SOUTH EAST,Clomipramine hydrochloride,2509.0,39764.06,37511.78668
2023-04,SOUTH EAST,Dosulepin hydrochloride,4302.0,66071.83,62314.52108
2023-04,SOUTH EAST,Doxepin,194.0,43774.26,41212.14211
2023-04,SOUTH EAST,Imipramine hydrochloride,1516.0,9966.35,9421.07609
2023-04,SOUTH EAST,Lofepramine hydrochloride,1106.0,18700.78,17677.87581
2023-04,SOUTH EAST,Mianserin hydrochloride,14.0,1014.28,955.13362
2023-04,SOUTH EAST,Nortriptyline,9909.0,45790.79,44008.46304
2023-04,SOUTH EAST,Trazodone hydrochloride,13560.0,62123.53,59530.51554
2023-04,SOUTH EAST,Trimipramine maleate,289.0,125399.54,118050.21299
2023-04,SOUTH EAST,Isocarboxazid,10.0,6380.53,6006.63158
2023-04,SOUTH EAST,Moclobemide,116.0,2725.23,2573.58443
2023-04,SOUTH EAST,Phenelzine sulfate,68.0,10503.18,9892.93812
2023-04,SOUTH EAST,Tranylcypromine sulfate,73.0,133696.51,125852.90824
2023-04,SOUTH EAST,Citalopram hydrobromide,154476.0,293939.81,280074.9945
2023-04,SOUTH EAST,Fluoxetine hydrochloride,74787.0,284322.6,272067.33134
2023-04,SOUTH EAST,Fluvoxamine maleate,283.0,7117.49,6720.00637
2023-04,SOUTH EAST,Paroxetine hydrochloride,13304.0,44307.9,42542.33623
2023-04,SOUTH EAST,Sertraline hydrochloride,248987.0,493301.74,470431.87109
2023-04,SOUTH EAST,Escitalopram,28838.0,58669.3,55900.87963
2023-04,SOUTH EAST,Citalopram hydrochloride,1034.0,21692.72,20432.27199
2023-04,SOUTH EAST,Vortioxetine,5796.0,151269.03,142638.16346
2023-04,SOUTH EAST,Flupentixol hydrochloride,1048.0,3372.88,3262.68869
2023-04,SOUTH EAST,Tryptophan,2.0,180.0,189.46203
2023-04,SOUTH EAST,Reboxetine,249.0,4745.09,4487.49042
2023-04,SOUTH EAST,Venlafaxine,63554.0,586652.57,555429.58691
2023-04,SOUTH EAST,Mirtazapine,123958.0,154783.69,150644.77295
2023-04,SOUTH EAST,Duloxetine hydrochloride,38416.0,182944.2,173532.90241
2023-04,SOUTH EAST,Agomelatine,671.0,15064.34,14206.50782
2023-04,SOUTH EAST,Bupropion hydrochloride,145.0,6106.51,5757.60377
2023-04,SOUTH WEST,Flupentixol hydrochloride,311.0,1870.54,1793.6558
2023-04,SOUTH WEST,Flupentixol decanoate,367.0,5482.86,5168.38104
2023-04,SOUTH WEST,Amitriptyline hydrochloride,139845.0,231875.98,221629.40395
2023-04,SOUTH WEST,Clomipramine hydrochloride,1698.0,26942.59,25421.01137
2023-04,SOUTH WEST,Dosulepin hydrochloride,2965.0,44298.92,41783.08265
2023-04,SOUTH WEST,Doxepin,192.0,40360.29,37999.3488
2023-04,SOUTH WEST,Imipramine hydrochloride,1132.0,4704.66,4463.5545
2023-04,SOUTH WEST,Lofepramine hydrochloride,1138.0,17179.22,16246.74116
2023-04,SOUTH WEST,Mianserin hydrochloride,7.0,434.01,408.82823
2023-04,SOUTH WEST,Nortriptyline,5826.0,20214.91,19568.42366
2023-04,SOUTH WEST,Trazodone hydrochloride,8579.0,37840.06,36268.12908
2023-04,SOUTH WEST,Trimipramine maleate,140.0,50621.72,47655.33532
2023-04,SOUTH WEST,Isocarboxazid,35.0,9830.16,9256.3907
2023-04,SOUTH WEST,Moclobemide,69.0,1439.01,1359.33479
2023-04,SOUTH WEST,Phenelzine sulfate,45.0,5643.41,5315.87728
2023-04,SOUTH WEST,Tranylcypromine sulfate,50.0,84418.32,79466.33991
2023-04,SOUTH WEST,Citalopram hydrobromide,121182.0,222118.81,211726.91825
2023-04,SOUTH WEST,Fluoxetine hydrochloride,54774.0,185724.23,177901.32305
2023-04,SOUTH WEST,Fluvoxamine maleate,149.0,3152.78,2978.16727
2023-04,SOUTH WEST,Paroxetine hydrochloride,9744.0,30882.58,29637.61176
2023-04,SOUTH WEST,Sertraline hydrochloride,173777.0,314243.84,300172.72969
2023-04,SOUTH WEST,Escitalopram,15677.0,30113.65,28734.44594
2023-04,SOUTH WEST,Citalopram hydrochloride,540.0,11447.44,10782.10474
2023-04,SOUTH WEST,Vortioxetine,1579.0,37877.4,35728.90676
2023-04,SOUTH WEST,Flupentixol hydrochloride,924.0,2846.58,2759.97722
2023-04,SOUTH WEST,Reboxetine,214.0,3695.65,3495.76251
2023-04,SOUTH WEST,Venlafaxine,51002.0,412892.77,391024.63144
2023-04,SOUTH WEST,Mirtazapine,101887.0,119840.99,116993.34454
2023-04,SOUTH WEST,Duloxetine hydrochloride,29904.0,129389.8,122859.89351
2023-04,SOUTH WEST,Agomelatine,215.0,4924.33,4643.45188
2023-04,SOUTH WEST,Bupropion hydrochloride,80.0,3644.17,3435.09
2023-04,UNIDENTIFIED,Flupentixol hydrochloride,1.0,7.8,7.45468
2023-04,UNIDENTIFIED,Flupentixol decanoate,1.0,15.17,14.29219
2023-04,UNIDENTIFIED,Amitriptyline hydrochloride,118.0,188.58,179.85859
2023-04,UNIDENTIFIED,Clomipramine hydrochloride,3.0,8.83,8.64903
2023-04,UNIDENTIFIED,Nortriptyline,7.0,11.95,12.0061
2023-04,UNIDENTIFIED,Trazodone hydrochloride,12.0,66.83,63.13187
2023-04,UNIDENTIFIED,Citalopram hydrobromide,130.0,236.36,224.75249
2023-04,UNIDENTIFIED,Fluoxetine hydrochloride,86.0,440.35,420.15094
2023-04,UNIDENTIFIED,Paroxetine hydrochloride,10.0,104.03,98.06503
2023-04,UNIDENTIFIED,Sertraline hydrochloride,210.0,565.31,538.77423
2023-04,UNIDENTIFIED,Escitalopram,15.0,24.74,24.15696
2023-04,UNIDENTIFIED,Citalopram hydrochloride,1.0,17.2,16.09329
2023-04,UNIDENTIFIED,Vortioxetine,6.0,187.11,177.91867
2023-04,UNIDENTIFIED,Flupentixol hydrochloride,4.0,24.01,22.99276
2023-04,UNIDENTIFIED,Tryptophan,3.0,101.26,95.65505
2023-04,UNIDENTIFIED,Venlafaxine,102.0,718.17,680.835
2023-04,UNIDENTIFIED,Mirtazapine,187.0,224.72,218.63022
2023-04,UNIDENTIFIED,Duloxetine hydrochloride,75.0,314.28,298.06949
2023-04,UNIDENTIFIED,Agomelatine,3.0,76.95,71.9805
2023-05,EAST OF ENGLAND,Flupentixol hydrochloride,287.0,1618.41,1554.01691
2023-05,EAST OF ENGLAND,Flupentixol decanoate,313.0,5056.3,4770.41734
2023-05,EAST OF ENGLAND,Amitriptyline hydrochloride,169061.0,248872.03,237971.85692
2023-05,EAST OF ENGLAND,Clomipramine hydrochloride,2785.0,36625.05,34579.60943
2023-05,EAST OF ENGLAND,Dosulepin hydrochloride,3684.0,49320.03,46557.13462
2023-05,EAST OF ENGLAND,Doxepin,136.0,29904.5,28163.29612
2023-05,EAST OF ENGLAND,Imipramine hydrochloride,1047.0,7544.58,7125.94779
2023-05,EAST OF ENGLAND,Lofepramine hydrochloride,1141.0,16132.3,15269.89561
2023-05,EAST OF ENGLAND,Mianserin hydrochloride,14.0,575.05,542.1689
2023-05,EAST OF ENGLAND,Nortriptyline,9233.0,34330.47,33144.98086
2023-05,EAST OF ENGLAND,Trazodone hydrochloride,7806.0,35750.82,34281.48064
2023-05,EAST OF ENGLAND,Trimipramine maleate,149.0,59560.17,56090.84518
2023-05,EAST OF ENGLAND,Isocarboxazid,20.0,9786.09,9216.40762
2023-05,EAST OF ENGLAND,Moclobemide,91.0,1914.29,1808.86395
2023-05,EAST OF ENGLAND,Phenelzine sulfate,69.0,7984.08,7524.05164
2023-05,EAST OF ENGLAND,Tranylcypromine sulfate,28.0,35488.08,33419.5574
2023-05,EAST OF ENGLAND,Citalopram hydrobromide,169104.0,271291.64,258842.49957
2023-05,EAST OF ENGLAND,Fluoxetine hydrochloride,72009.0,246847.98,235788.80409
2023-05,EAST OF ENGLAND,Fluvoxamine maleate,191.0,4055.09,3830.06776
2023-05,EAST OF ENGLAND,Paroxetine hydrochloride,13902.0,40450.46,38762.40246
2023-05,EAST OF ENGLAND,Sertraline hydrochloride,221869.0,384630.49,367320.39952
2023-05,EAST OF ENGLAND,Escitalopram,17830.0,31735.5,30277.33373
2023-05,EAST OF ENGLAND,Citalopram hydrochloride,835.0,16819.2,15848.504
2023-05,EAST OF ENGLAND,Vortioxetine,3293.0,82680.84,77984.87894
2023-05,EAST OF ENGLAND,Flupentixol hydrochloride,1580.0,4342.75,4222.94999
2023-05,EAST OF ENGLAND,Tryptophan,12.0,2420.84,2279.9225
2023-05,EAST OF ENGLAND,Reboxetine,185.0,3514.02,3323.43328
2023-05,EAST OF ENGLAND,Venlafaxine,67853.0,492874.84,466998.80389
2023-05,EAST OF ENGLAND,Mirtazapine,104091.0,116213.37,113504.7948
2023-05,EAST OF ENGLAND,Duloxetine hydrochloride,31266.0,132168.83,125441.90628
2023-05,EAST OF ENGLAND,Agomelatine,142.0,3422.17,3226.96853
2023-05,EAST OF ENGLAND,Bupropion hydrochloride,72.0,3847.95,3629.1277
2023-05,LONDON,Flupentixol hydrochloride,605.0,2689.88,2600.34106
2023-05,LONDON,Flupentixol decanoate,529.0,14437.24,13629.10443
2023-05,LONDON,Amitriptyline hydrochloride,115142.0,154734.22,150973.2974
2023-05,LONDON,Clomipramine hydrochloride,1888.0,27884.14,26351.98004
2023-05,LONDON,Dosulepin hydrochloride,2844.0,35117.7,33231.03025
2023-05,LONDON,Doxepin,170.0,31290.75,29475.6625
2023-05,LONDON,Imipramine hydrochloride,790.0,3122.66,2984.98076
2023-05,LONDON,Lofepramine hydrochloride,1131.0,14263.05,13526.02764
2023-05,LONDON,Mianserin hydrochloride,10.0,727.69,685.38398
2023-05,LONDON,Nortriptyline,8169.0,28949.67,28074.67203
2023-05,LONDON,Trazodone hydrochloride,5579.0,20657.16,19928.36656
2023-05,LONDON,Trimipramine maleate,286.0,115406.77,108690.99938
2023-05,LONDON,Isocarboxazid,35.0,6904.01,6504.68622
2023-05,LONDON,Moclobemide,81.0,1393.52,1318.87129
2023-05,LONDON,Phenelzine sulfate,43.0,7384.05,6956.83528
2023-05,LONDON,Tranylcypromine sulfate,48.0,76266.31,71821.18293
2023-05,LONDON,Citalopram hydrobromide,105859.0,178253.64,172281.07805
2023-05,LONDON,Fluoxetine hydrochloride,50299.0,173569.62,167051.84758
2023-05,LONDON,Fluvoxamine maleate,325.0,7412.43,7004.6573
2023-05,LONDON,Paroxetine hydrochloride,11661.0,33935.37,32847.76793
2023-05,LONDON,Sertraline hydrochloride,185650.0,348280.78,335836.28574
2023-05,LONDON,Escitalopram,17223.0,39789.37,38026.62709
2023-05,LONDON,Citalopram hydrochloride,401.0,9149.12,8620.62762
2023-05,LONDON,Vortioxetine,2907.0,81539.37,76919.33282
2023-05,LONDON,Flupentixol hydrochloride,874.0,2134.07,2092.87445
2023-05,LONDON,Oxitriptan,2.0,46.86,44.1525
2023-05,LONDON,Tryptophan,4.0,1346.0,1267.86727
2023-05,LONDON,Reboxetine,148.0,2559.71,2422.79415
2023-05,LONDON,Venlafaxine,43651.0,338472.06,321876.75269
2023-05,LONDON,Mirtazapine,111017.0,114353.17,114536.28157
2023-05,LONDON,Duloxetine hydrochloride,25771.0,95642.7,91634.55851
2023-05,LONDON,Agomelatine,396.0,8895.5,8398.13349
2023-05,LONDON,Bupropion hydrochloride,282.0,13579.6,12934.10025
2023-05,MIDLANDS,Flupentixol hydrochloride,470.0,3161.39,3028.09754
2023-05,MIDLANDS,Flupentixol decanoate,494.0,11353.75,10726.31318
2023-05,MIDLANDS,Amitriptyline hydrochloride,267424.0,410491.39,392236.28161
2023-05,MIDLANDS,Clomipramine hydrochloride,3393.0,52398.25,49447.46879
2023-05,MIDLANDS,Dosulepin hydrochloride,6021.0,87620.8,82666.20477
2023-05,MIDLANDS,Doxepin,264.0,44515.2,41926.51721
2023-05,MIDLANDS,Imipramine hydrochloride,1911.0,13260.41,12528.35138
2023-05,MIDLANDS,Lofepramine hydrochloride,2482.0,39835.02,37676.00043
2023-05,MIDLANDS,Mianserin hydrochloride,15.0,1433.94,1350.7161
2023-05,MIDLANDS,Nortriptyline,13000.0,52039.57,50252.14213
