date,region,chemical_substance,items,net_cost ,actual_cost
2023-02,NORTH WEST,Nortriptyline,11429.0,48000.72,46189.51131
2023-02,NORTH WEST,Trazodone hydrochloride,15162.0,92988.24,88460.31413
2023-02,NORTH WEST,Trimipramine maleate,135.0,45309.16,42479.67074
2023-02,NORTH WEST,Isocarboxazid,1.0,1644.06,1541.24868
2023-02,NORTH WEST,Moclobemide,58.0,1378.99,1297.8636
2023-02,NORTH WEST,Phenelzine sulfate,30.0,3211.2,3013.53531
2023-02,NORTH WEST,Tranylcypromine sulfate,15.0,30236.85,28346.13357
2023-02,NORTH WEST,Citalopram hydrobromide,143396.0,243115.93,231048.23156
2023-02,NORTH WEST,Fluoxetine hydrochloride,83653.0,257736.63,248267.95126
2023-02,NORTH WEST,Fluvoxamine maleate,227.0,4803.23,4523.13837
2023-02,NORTH WEST,Paroxetine hydrochloride,15641.0,42661.7,41245.37842
2023-02,NORTH WEST,Sertraline hydrochloride,280022.0,430802.02,411471.83201
2023-02,NORTH WEST,Escitalopram,18098.0,31435.26,29952.85473
2023-02,NORTH WEST,Citalopram hydrochloride,665.0,7839.03,7357.57812
2023-02,NORTH WEST,Vortioxetine,3657.0,79753.41,74957.42222
2023-02,NORTH WEST,Flupentixol hydrochloride,1335.0,4021.43,3898.28902
2023-02,NORTH WEST,Tryptophan,7.0,1097.0,1029.07761
2023-02,NORTH WEST,Reboxetine,252.0,4032.12,3804.62837
2023-02,NORTH WEST,Venlafaxine,69379.0,495642.29,468771.22935
2023-02,NORTH WEST,Mirtazapine,166777.0,177117.72,173331.70878
2023-02,NORTH WEST,Duloxetine hydrochloride,46349.0,229172.83,216424.45962
2023-02,NORTH WEST,Agomelatine,125.0,2365.24,2223.6371
2023-02,NORTH WEST,Bupropion hydrochloride,120.0,4137.07,3889.05883
2023-02,SOUTH EAST,Flupentixol hydrochloride,267.0,1695.81,1618.31092
2023-02,SOUTH EAST,Flupentixol decanoate,416.0,6266.77,5890.32499
2023-02,SOUTH EAST,Amitriptyline hydrochloride,149723.0,258310.09,245772.39731
2023-02,SOUTH EAST,Clomipramine hydrochloride,2315.0,38624.25,36281.3979
2023-02,SOUTH EAST,Dosulepin hydrochloride,4175.0,62706.69,58900.71939
2023-02,SOUTH EAST,Doxepin,179.0,47534.81,44566.11967
2023-02,SOUTH EAST,Imipramine hydrochloride,1466.0,11104.69,10448.08744
2023-02,SOUTH EAST,Lofepramine hydrochloride,1097.0,18325.91,17251.3445
2023-02,SOUTH EAST,Mianserin hydrochloride,16.0,1081.28,1013.92758
2023-02,SOUTH EAST,Nortriptyline,9585.0,47332.73,45243.61093
2023-02,SOUTH EAST,Trazodone hydrochloride,13018.0,77297.9,73477.39632
2023-02,SOUTH EAST,Trimipramine maleate,266.0,119804.01,112320.3093
2023-02,SOUTH EAST,Isocarboxazid,11.0,4692.43,4399.48981
2023-02,SOUTH EAST,Moclobemide,97.0,2171.88,2042.76108
2023-02,SOUTH EAST,Phenelzine sulfate,77.0,12702.17,11914.26139
2023-02,SOUTH EAST,Tranylcypromine sulfate,95.0,138515.05,129856.32968
2023-02,SOUTH EAST,Citalopram hydrobromide,150255.0,297300.95,281980.36679
2023-02,SOUTH EAST,Fluoxetine hydrochloride,73041.0,267885.75,255439.56826
2023-02,SOUTH EAST,Fluvoxamine maleate,282.0,6985.15,6567.51625
2023-02,SOUTH EAST,Paroxetine hydrochloride,12750.0,41438.12,39637.19916
2023-02,SOUTH EAST,Sertraline hydrochloride,240772.0,467001.3,443653.88271
2023-02,SOUTH EAST,Escitalopram,28008.0,53730.64,51031.53263
2023-02,SOUTH EAST,Citalopram hydrochloride,922.0,11132.74,10447.58
2023-02,SOUTH EAST,Vortioxetine,5537.0,142499.61,133828.8616
2023-02,SOUTH EAST,Flupentixol hydrochloride,1024.0,3360.9,3235.35107
2023-02,SOUTH EAST,Oxitriptan,1.0,29.16,27.44866
2023-02,SOUTH EAST,Tryptophan,5.0,2522.31,2364.70787
2023-02,SOUTH EAST,Reboxetine,238.0,4450.79,4192.32857
2023-02,SOUTH EAST,Venlafaxine,60950.0,554002.47,522472.89394
2023-02,SOUTH EAST,Mirtazapine,120292.0,151424.85,146775.81335
2023-02,SOUTH EAST,Duloxetine hydrochloride,36707.0,204871.65,193315.9305
2023-02,SOUTH EAST,Agomelatine,635.0,15154.36,14231.14514
2023-02,SOUTH EAST,Bupropion hydrochloride,232.0,8821.21,8285.4113
2023-02,SOUTH WEST,Flupentixol hydrochloride,260.0,1521.22,1453.56659
2023-02,SOUTH WEST,Flupentixol decanoate,352.0,5313.53,4989.39872
2023-02,SOUTH WEST,Amitriptyline hydrochloride,136171.0,219767.9,209335.1078
2023-02,SOUTH WEST,Clomipramine hydrochloride,1623.0,26238.28,24654.13258
2023-02,SOUTH WEST,Dosulepin hydrochloride,2951.0,42751.48,40161.21791
2023-02,SOUTH WEST,Doxepin,183.0,36864.63,34565.10566
2023-02,SOUTH WEST,Imipramine hydrochloride,1078.0,6467.84,6095.20377
2023-02,SOUTH WEST,Lofepramine hydrochloride,1133.0,17201.66,16199.3453
2023-02,SOUTH WEST,Mianserin hydrochloride,7.0,608.32,570.56091
2023-02,SOUTH WEST,Nortriptyline,5673.0,21869.73,21022.15935
2023-02,SOUTH WEST,Trazodone hydrochloride,8405.0,48040.98,45674.32506
2023-02,SOUTH WEST,Trimipramine maleate,123.0,42859.16,40183.66527
2023-02,SOUTH WEST,Isocarboxazid,34.0,8323.07,7805.29591
2023-02,SOUTH WEST,Moclobemide,90.0,2025.47,1904.22113
2023-02,SOUTH WEST,Phenelzine sulfate,46.0,5399.73,5065.85106
2023-02,SOUTH WEST,Tranylcypromine sulfate,47.0,63235.92,59283.14165
2023-02,SOUTH WEST,Citalopram hydrobromide,119449.0,223970.43,212585.12864
2023-02,SOUTH WEST,Fluoxetine hydrochloride,53668.0,175619.72,167653.87012
2023-02,SOUTH WEST,Fluvoxamine maleate,197.0,4853.46,4562.76878
2023-02,SOUTH WEST,Paroxetine hydrochloride,9532.0,30146.79,28813.83917
2023-02,SOUTH WEST,Sertraline hydrochloride,168968.0,300620.38,286092.13978
2023-02,SOUTH WEST,Escitalopram,15370.0,27964.24,26601.99461
2023-02,SOUTH WEST,Citalopram hydrochloride,527.0,6153.02,5774.43151
2023-02,SOUTH WEST,Vortioxetine,1479.0,37027.98,34779.51981
2023-02,SOUTH WEST,Flupentixol hydrochloride,921.0,2936.3,2832.40867
2023-02,SOUTH WEST,Tryptophan,1.0,151.21,141.86534
2023-02,SOUTH WEST,Reboxetine,215.0,3823.87,3602.23337
2023-02,SOUTH WEST,Venlafaxine,49887.0,397961.17,375411.62103
2023-02,SOUTH WEST,Mirtazapine,99254.0,115846.38,112715.67374
2023-02,SOUTH WEST,Duloxetine hydrochloride,29144.0,149132.35,140849.59726
2023-02,SOUTH WEST,Agomelatine,232.0,4703.27,4420.29319
2023-02,SOUTH WEST,Bupropion hydrochloride,103.0,3471.0,3260.72992
2023-02,UNIDENTIFIED,Flupentixol decanoate,1.0,3.41,3.29232
2023-02,UNIDENTIFIED,Amitriptyline hydrochloride,124.0,199.23,188.38799
2023-02,UNIDENTIFIED,Clomipramine hydrochloride,4.0,111.98,105.22609
2023-02,UNIDENTIFIED,Dosulepin hydrochloride,1.0,11.2,10.4567
2023-02,UNIDENTIFIED,Imipramine hydrochloride,1.0,0.82,0.88112
2023-02,UNIDENTIFIED,Lofepramine hydrochloride,8.0,13.36,13.42363
2023-02,UNIDENTIFIED,Nortriptyline,10.0,18.93,18.79769
2023-02,UNIDENTIFIED,Trazodone hydrochloride,18.0,126.34,119.28692
2023-02,UNIDENTIFIED,Citalopram hydrobromide,113.0,223.23,211.40475
2023-02,UNIDENTIFIED,Fluoxetine hydrochloride,81.0,422.52,401.00299
2023-02,UNIDENTIFIED,Fluvoxamine maleate,1.0,47.88,44.99786
2023-02,UNIDENTIFIED,Paroxetine hydrochloride,12.0,88.13,83.05827
2023-02,UNIDENTIFIED,Sertraline hydrochloride,260.0,674.15,640.96616
2023-02,UNIDENTIFIED,Escitalopram,22.0,54.7,52.37707
2023-02,UNIDENTIFIED,Citalopram hydrochloride,2.0,25.65,25.00791
2023-02,UNIDENTIFIED,Vortioxetine,1.0,27.72,25.99872
2023-02,UNIDENTIFIED,Flupentixol hydrochloride,7.0,31.67,30.42016
2023-02,UNIDENTIFIED,Venlafaxine,96.0,826.56,782.10575
2023-02,UNIDENTIFIED,Mirtazapine,188.0,242.43,233.52845
2023-02,UNIDENTIFIED,Duloxetine hydrochloride,75.0,529.94,497.60191
2023-02,UNIDENTIFIED,Agomelatine,4.0,93.12,86.963
2023-03,EAST OF ENGLAND,Flupentixol hydrochloride,277.0,1634.21,1560.46299
2023-03,EAST OF ENGLAND,Flupentixol decanoate,294.0,4068.23,3823.83547
2023-03,EAST OF ENGLAND,Amitriptyline hydrochloride,176191.0,261512.32,248909.41973
2023-03,EAST OF ENGLAND,Clomipramine hydrochloride,2869.0,38092.8,35802.09038
2023-03,EAST OF ENGLAND,Dosulepin hydrochloride,3976.0,49822.41,46802.88289
2023-03,EAST OF ENGLAND,Doxepin,175.0,39336.93,36876.53177
2023-03,EAST OF ENGLAND,Imipramine hydrochloride,1137.0,7361.32,6924.129
2023-03,EAST OF ENGLAND,Lofepramine hydrochloride,1189.0,16461.71,15510.07279
2023-03,EAST OF ENGLAND,Mianserin hydrochloride,10.0,444.15,416.55805
2023-03,EAST OF ENGLAND,Nortriptyline,9508.0,36880.59,35409.37447
2023-03,EAST OF ENGLAND,Trazodone hydrochloride,8050.0,39724.38,37871.25736
2023-03,EAST OF ENGLAND,Trimipramine maleate,160.0,61384.86,57544.7342
2023-03,EAST OF ENGLAND,Isocarboxazid,19.0,8611.75,8073.42931
2023-03,EAST OF ENGLAND,Moclobemide,92.0,1811.57,1705.00735
2023-03,EAST OF ENGLAND,Phenelzine sulfate,72.0,9609.87,9012.92242
2023-03,EAST OF ENGLAND,Tranylcypromine sulfate,30.0,31759.26,29771.49495
2023-03,EAST OF ENGLAND,Citalopram hydrobromide,178038.0,293634.78,278812.88635
2023-03,EAST OF ENGLAND,Fluoxetine hydrochloride,75825.0,268267.16,254966.96256
2023-03,EAST OF ENGLAND,Fluvoxamine maleate,254.0,5098.97,4794.90072
2023-03,EAST OF ENGLAND,Paroxetine hydrochloride,14593.0,41533.75,39637.63468
2023-03,EAST OF ENGLAND,Sertraline hydrochloride,231398.0,391849.02,372651.77649
2023-03,EAST OF ENGLAND,Escitalopram,18242.0,31549.95,29976.17732
2023-03,EAST OF ENGLAND,Citalopram hydrochloride,863.0,9694.96,9097.95694
2023-03,EAST OF ENGLAND,Vortioxetine,3431.0,85594.41,80365.75839
2023-03,EAST OF ENGLAND,Flupentixol hydrochloride,1585.0,4518.89,4366.87596
2023-03,EAST OF ENGLAND,Tryptophan,2.0,893.44,837.51098
2023-03,EAST OF ENGLAND,Reboxetine,180.0,3239.25,3049.5807
2023-03,EAST OF ENGLAND,Venlafaxine,70115.0,480529.67,453397.22948
2023-03,EAST OF ENGLAND,Mirtazapine,108961.0,120536.47,117195.52656
2023-03,EAST OF ENGLAND,Duloxetine hydrochloride,32206.0,141649.49,133775.73434
2023-03,EAST OF ENGLAND,Agomelatine,148.0,3428.4,3219.06222
2023-03,EAST OF ENGLAND,Bupropion hydrochloride,131.0,6613.3,6207.1514
2023-03,LONDON,Flupentixol hydrochloride,567.0,2931.38,2810.72642
2023-03,LONDON,Flupentixol decanoate,571.0,17223.4,16175.51168
2023-03,LONDON,Amitriptyline hydrochloride,118885.0,159292.14,154674.36243
2023-03,LONDON,Clomipramine hydrochloride,1919.0,29112.74,27378.68064
2023-03,LONDON,Dosulepin hydrochloride,2889.0,37336.66,35151.98609
2023-03,LONDON,Doxepin,188.0,38300.0,35912.00164
2023-03,LONDON,Imipramine hydrochloride,857.0,3726.36,3539.81421
2023-03,LONDON,Lofepramine hydrochloride,1153.0,16744.73,15792.44763
2023-03,LONDON,Mianserin hydrochloride,10.0,710.16,665.80854
2023-03,LONDON,Nortriptyline,8460.0,31931.29,30777.82042
2023-03,LONDON,Trazodone hydrochloride,5660.0,24878.42,23795.37156
2023-03,LONDON,Trimipramine maleate,290.0,115475.17,108257.5563
2023-03,LONDON,Isocarboxazid,27.0,7486.3,7019.88733
2023-03,LONDON,Moclobemide,81.0,1405.27,1323.46603
2023-03,LONDON,Phenelzine sulfate,40.0,6793.64,6371.26796
2023-03,LONDON,Tranylcypromine sulfate,40.0,75256.04,70544.24593
2023-03,LONDON,Citalopram hydrobromide,111287.0,191733.81,184384.19199
2023-03,LONDON,Fluoxetine hydrochloride,52254.0,182446.95,174747.27612
2023-03,LONDON,Fluvoxamine maleate,384.0,8668.59,8156.8603
2023-03,LONDON,Paroxetine hydrochloride,12147.0,34026.95,32823.05627
2023-03,LONDON,Sertraline hydrochloride,191890.0,352003.19,337999.0614
2023-03,LONDON,Escitalopram,17651.0,36967.85,35233.72813
2023-03,LONDON,Citalopram hydrochloride,414.0,5297.04,4970.43308
2023-03,LONDON,Vortioxetine,2785.0,78056.55,73297.40766
2023-03,LONDON,Flupentixol hydrochloride,914.0,2363.11,2302.84815
2023-03,LONDON,Oxitriptan,3.0,50.5,47.47452
2023-03,LONDON,Tryptophan,10.0,627.5,588.92531
2023-03,LONDON,Reboxetine,148.0,2544.92,2398.17351
2023-03,LONDON,Venlafaxine,44788.0,345099.92,326694.28641
2023-03,LONDON,Mirtazapine,114722.0,117961.99,117587.01407
2023-03,LONDON,Duloxetine hydrochloride,26847.0,101453.48,96745.60917
2023-03,LONDON,Agomelatine,366.0,8617.47,8095.51867
2023-03,LONDON,Bupropion hydrochloride,370.0,21721.32,20502.85821
2023-03,MIDLANDS,Flupentixol hydrochloride,473.0,3362.4,3203.22502
2023-03,MIDLANDS,Flupentixol decanoate,547.0,12983.49,12210.32653
2023-03,MIDLANDS,Amitriptyline hydrochloride,278660.0,424576.24,403911.9292
2023-03,MIDLANDS,Clomipramine hydrochloride,3563.0,56350.94,52933.18389
2023-03,MIDLANDS,Dosulepin hydrochloride,6290.0,86866.79,81578.4981
2023-03,MIDLANDS,Doxepin,250.0,47318.8,44360.89914
2023-03,MIDLANDS,Imipramine hydrochloride,2055.0,14712.01,13834.35977
2023-03,MIDLANDS,Lofepramine hydrochloride,2571.0,43353.51,40811.66902
2023-03,MIDLANDS,Mianserin hydrochloride,21.0,1410.33,1322.55272
2023-03,MIDLANDS,Nortriptyline,13377.0,53842.7,51747.21213
2023-03,MIDLANDS,Trazodone hydrochloride,13178.0,57820.47,55187.36981
2023-03,MIDLANDS,Trimipramine maleate,194.0,77033.1,72214.64924
2023-03,MIDLANDS,Isocarboxazid,23.0,9282.09,8701.96206
2023-03,MIDLANDS,Moclobemide,127.0,2706.07,2546.07156
2023-03,MIDLANDS,Phenelzine sulfate,58.0,8111.91,7609.47661
2023-03,MIDLANDS,Tranylcypromine sulfate,67.0,63518.52,59545.33868
2023-03,MIDLANDS,Citalopram hydrobromide,242339.0,428056.91,405869.99517
2023-03,MIDLANDS,Fluoxetine hydrochloride,126413.0,414616.29,395983.81344
2023-03,MIDLANDS,Fluvoxamine maleate,383.0,8682.71,8168.87363
2023-03,MIDLANDS,Paroxetine hydrochloride,21413.0,61655.96,59097.43202
2023-03,MIDLANDS,Sertraline hydrochloride,397571.0,669472.61,636423.02158
2023-03,MIDLANDS,Escitalopram,27118.0,46627.11,44288.40349
2023-03,MIDLANDS,Citalopram hydrochloride,1337.0,14893.47,13976.60106
2023-03,MIDLANDS,Vortioxetine,5202.0,123354.0,115844.55013
2023-03,MIDLANDS,Flupentixol hydrochloride,2431.0,7309.2,7073.3992
2023-03,MIDLANDS,Oxitriptan,3.0,72.53,77.78483
2023-03,MIDLANDS,Tryptophan,8.0,2069.21,1940.09516
2023-03,MIDLANDS,Reboxetine,298.0,5289.79,4982.24076
2023-03,MIDLANDS,Venlafaxine,93484.0,751595.8,708984.97025
2023-03,MIDLANDS,Mirtazapine,190554.0,227021.02,219530.0278
2023-03,MIDLANDS,Duloxetine hydrochloride,62661.0,285557.79,269500.29739
2023-03,MIDLANDS,Agomelatine,297.0,7268.68,6824.52011
2023-03,MIDLANDS,Bupropion hydrochloride,113.0,5529.01,5190.91881
2023-03,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,747.0,3346.75,3220.02814
2023-03,NORTH EAST AND YORKSHIRE,Flupentixol decanoate,568.0,10776.19,10130.16116
2023-03,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,283595.0,396293.81,380907.33373
2023-03,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3591.0,46975.01,44207.02825
2023-03,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,5050.0,59197.14,55687.74666
2023-03,NORTH EAST AND YORKSHIRE,Doxepin,381.0,73380.28,68798.90187
2023-03,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1691.0,7565.07,7153.20016
2023-03,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2952.0,39741.15,37488.85156
2023-03,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,8.0,405.23,379.9135
2023-03,NORTH EAST AND YORKSHIRE,Nortriptyline,13077.0,40155.61,38944.03637
2023-03,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,41701.0,140220.21,134980.81178
2023-03,NORTH EAST AND YORKSHIRE,Trimipramine maleate,261.0,79251.65,74303.83678
2023-03,NORTH EAST AND YORKSHIRE,Isocarboxazid,8.0,3288.15,3082.92092
2023-03,NORTH EAST AND YORKSHIRE,Moclobemide,124.0,2074.53,1955.43283
2023-03,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,73.0,9453.03,8867.80413
2023-03,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,43.0,63224.62,59266.53487
2023-03,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,208027.0,335236.95,320497.14976
2023-03,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,150512.0,405203.76,390743.05387
2023-03,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,443.0,7743.73,7298.24205
2023-03,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,20272.0,48015.11,46450.85247
2023-03,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,386506.0,573720.56,551004.26888
2023-03,NORTH EAST AND YORKSHIRE,Escitalopram,20264.0,32419.33,31085.84732
2023-03,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,906.0,10066.98,9447.50868
2023-03,NORTH EAST AND YORKSHIRE,Vortioxetine,4230.0,82250.19,77372.27919
2023-03,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2355.0,5988.79,5841.69791
2023-03,NORTH EAST AND YORKSHIRE,Oxitriptan,2.0,26.48,45.04643
2023-03,NORTH EAST AND YORKSHIRE,Tryptophan,8.0,172.0,182.12729
2023-03,NORTH EAST AND YORKSHIRE,Reboxetine,492.0,6394.17,6043.50908
2023-03,NORTH EAST AND YORKSHIRE,Venlafaxine,78634.0,549655.49,521205.51373
2023-03,NORTH EAST AND YORKSHIRE,Mirtazapine,219792.0,218608.24,216582.62587
2023-03,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,77682.0,292325.33,277778.09287
2023-03,NORTH EAST AND YORKSHIRE,Agomelatine,411.0,5447.88,5140.06504
2023-03,NORTH EAST AND YORKSHIRE,Bupropion hydrochloride,92.0,2586.95,2431.87686
2023-03,NORTH WEST,Flupentixol hydrochloride,495.0,2819.47,2698.00737
2023-03,NORTH WEST,Flupentixol decanoate,442.0,9424.59,8872.89046
2023-03,NORTH WEST,Amitriptyline hydrochloride,188258.0,276809.94,264271.00075
2023-03,NORTH WEST,Clomipramine hydrochloride,2947.0,47315.56,44447.43353
2023-03,NORTH WEST,Dosulepin hydrochloride,4795.0,63352.15,59529.27817
2023-03,NORTH WEST,Doxepin,181.0,39333.18,36874.12743
2023-03,NORTH WEST,Imipramine hydrochloride,1028.0,6055.45,5708.42403
2023-03,NORTH WEST,Lofepramine hydrochloride,1310.0,20974.03,19759.70179
2023-03,NORTH WEST,Mianserin hydrochloride,9.0,376.35,353.09177
2023-03,NORTH WEST,Nortriptyline,13302.0,55868.2,53755.86155
2023-03,NORTH WEST,Trazodone hydrochloride,17448.0,84760.77,80932.06083
2023-03,NORTH WEST,Trimipramine maleate,120.0,47892.39,44896.38979
2023-03,NORTH WEST,Isocarboxazid,2.0,2740.1,2568.51947
2023-03,NORTH WEST,Moclobemide,62.0,1439.29,1354.91987
2023-03,NORTH WEST,Phenelzine sulfate,30.0,4386.0,4113.98825
2023-03,NORTH WEST,Tranylcypromine sulfate,17.0,32549.1,30511.03293
2023-03,NORTH WEST,Citalopram hydrobromide,164964.0,279416.27,265515.17766
2023-03,NORTH WEST,Fluoxetine hydrochloride,96323.0,293907.12,283125.92014
2023-03,NORTH WEST,Fluvoxamine maleate,241.0,5116.26,4817.83029
2023-03,NORTH WEST,Paroxetine hydrochloride,18037.0,47648.27,46111.31893
2023-03,NORTH WEST,Sertraline hydrochloride,324007.0,503963.72,481213.15299
2023-03,NORTH WEST,Escitalopram,21002.0,35892.05,34201.27768
2023-03,NORTH WEST,Citalopram hydrochloride,744.0,8313.1,7802.25457
2023-03,NORTH WEST,Vortioxetine,4199.0,92523.42,86944.45338
2023-03,NORTH WEST,Flupentixol hydrochloride,1512.0,4446.31,4315.4184
2023-03,NORTH WEST,Tryptophan,7.0,980.2,919.49943
2023-03,NORTH WEST,Reboxetine,282.0,4492.9,4238.09348
2023-03,NORTH WEST,Venlafaxine,79574.0,576034.51,544633.42752
2023-03,NORTH WEST,Mirtazapine,191710.0,205017.38,200531.96352
2023-03,NORTH WEST,Duloxetine hydrochloride,53851.0,235265.17,222362.18062
2023-03,NORTH WEST,Agomelatine,160.0,2907.3,2733.98249
2023-03,NORTH WEST,Bupropion hydrochloride,105.0,4410.92,4140.47753
2023-03,SOUTH EAST,Flupentixol hydrochloride,327.0,1847.29,1767.32917
2023-03,SOUTH EAST,Flupentixol decanoate,442.0,7385.8,6941.32601
2023-03,SOUTH EAST,Amitriptyline hydrochloride,171128.0,293869.07,279587.49848
2023-03,SOUTH EAST,Clomipramine hydrochloride,2730.0,45494.42,42730.15329
2023-03,SOUTH EAST,Dosulepin hydrochloride,4712.0,67791.15,63677.03659
2023-03,SOUTH EAST,Doxepin,194.0,45161.86,42338.94673
2023-03,SOUTH EAST,Imipramine hydrochloride,1681.0,12996.71,12228.97779
2023-03,SOUTH EAST,Lofepramine hydrochloride,1176.0,20014.9,18838.24398
2023-03,SOUTH EAST,Mianserin hydrochloride,20.0,1295.17,1214.39247
2023-03,SOUTH EAST,Nortriptyline,10895.0,49983.86,47847.3521
2023-03,SOUTH EAST,Trazodone hydrochloride,14647.0,68374.34,65232.88288
2023-03,SOUTH EAST,Trimipramine maleate,303.0,123784.25,116042.53467
2023-03,SOUTH EAST,Isocarboxazid,11.0,4511.39,4229.48977
2023-03,SOUTH EAST,Moclobemide,139.0,3145.87,2958.68922
2023-03,SOUTH EAST,Phenelzine sulfate,103.0,16461.09,15439.8272
2023-03,SOUTH EAST,Tranylcypromine sulfate,136.0,134281.49,125879.56347
2023-03,SOUTH EAST,Citalopram hydrobromide,171050.0,335564.46,318301.65923
2023-03,SOUTH EAST,Fluoxetine hydrochloride,83246.0,309230.27,294755.49323
2023-03,SOUTH EAST,Fluvoxamine maleate,306.0,7037.84,6617.71146
2023-03,SOUTH EAST,Paroxetine hydrochloride,14596.0,47310.47,45263.9695
2023-03,SOUTH EAST,Sertraline hydrochloride,276328.0,544478.63,517129.3933
2023-03,SOUTH EAST,Escitalopram,32174.0,62682.23,59500.84811
2023-03,SOUTH EAST,Citalopram hydrochloride,1082.0,12929.28,12132.64598
2023-03,SOUTH EAST,Vortioxetine,6230.0,162618.39,152698.19178
2023-03,SOUTH EAST,Flupentixol hydrochloride,1227.0,3799.64,3665.19717
2023-03,SOUTH EAST,Tryptophan,9.0,2688.63,2540.7473
2023-03,SOUTH EAST,Reboxetine,287.0,5185.39,4884.27818
2023-03,SOUTH EAST,Venlafaxine,70149.0,638079.09,601648.99579
2023-03,SOUTH EAST,Mirtazapine,137392.0,173773.63,168375.21599
2023-03,SOUTH EAST,Duloxetine hydrochloride,42342.0,209681.02,198003.20296
2023-03,SOUTH EAST,Agomelatine,751.0,17172.78,16127.23377
2023-03,SOUTH EAST,Bupropion hydrochloride,238.0,15239.5,14299.39134
2023-03,SOUTH WEST,Flupentixol hydrochloride,342.0,2193.25,2091.97222
2023-03,SOUTH WEST,Flupentixol decanoate,349.0,5465.08,5131.10598
2023-03,SOUTH WEST,Amitriptyline hydrochloride,155989.0,251766.07,239801.54948
2023-03,SOUTH WEST,Clomipramine hydrochloride,1844.0,29565.8,27780.39908
2023-03,SOUTH WEST,Dosulepin hydrochloride,3209.0,45477.52,42718.56112
2023-03,SOUTH WEST,Doxepin,204.0,42591.85,39930.72699
2023-03,SOUTH WEST,Imipramine hydrochloride,1200.0,7023.16,6619.78404
2023-03,SOUTH WEST,Lofepramine hydrochloride,1280.0,19859.21,18698.68519
2023-03,SOUTH WEST,Mianserin hydrochloride,9.0,898.4,842.54715
2023-03,SOUTH WEST,Nortriptyline,6505.0,23762.82,22869.70243
2023-03,SOUTH WEST,Trazodone hydrochloride,9571.0,41324.35,39455.39996
2023-03,SOUTH WEST,Trimipramine maleate,118.0,41634.72,39032.0353
2023-03,SOUTH WEST,Isocarboxazid,24.0,8220.33,7707.26013
2023-03,SOUTH WEST,Moclobemide,104.0,2292.29,2155.5079
2023-03,SOUTH WEST,Phenelzine sulfate,54.0,6244.34,5857.49407
2023-03,SOUTH WEST,Tranylcypromine sulfate,43.0,80491.09,75451.35078
2023-03,SOUTH WEST,Citalopram hydrobromide,135069.0,253673.72,240761.24881
2023-03,SOUTH WEST,Fluoxetine hydrochloride,61479.0,204360.45,194998.86876
2023-03,SOUTH WEST,Fluvoxamine maleate,175.0,4204.04,3953.48549
2023-03,SOUTH WEST,Paroxetine hydrochloride,11087.0,34891.09,33382.53104
2023-03,SOUTH WEST,Sertraline hydrochloride,193724.0,345031.57,328313.52818
2023-03,SOUTH WEST,Escitalopram,17620.0,32567.43,30969.02123
2023-03,SOUTH WEST,Citalopram hydrochloride,624.0,7362.46,6908.78272
2023-03,SOUTH WEST,Vortioxetine,1684.0,40963.23,38475.60651
2023-03,SOUTH WEST,Flupentixol hydrochloride,1036.0,3193.45,3082.25642
2023-03,SOUTH WEST,Reboxetine,213.0,3759.59,3541.72995
2023-03,SOUTH WEST,Venlafaxine,57150.0,449456.83,423959.40751
2023-03,SOUTH WEST,Mirtazapine,113525.0,132221.98,128658.15918
2023-03,SOUTH WEST,Duloxetine hydrochloride,33413.0,149013.14,140884.21052
2023-03,SOUTH WEST,Agomelatine,255.0,5563.37,5224.95137
2023-03,SOUTH WEST,Bupropion hydrochloride,82.0,3935.89,3694.55023
2023-03,UNIDENTIFIED,Flupentixol hydrochloride,1.0,7.8,7.42391
2023-03,UNIDENTIFIED,Amitriptyline hydrochloride,123.0,153.2,145.83484
2023-03,UNIDENTIFIED,Clomipramine hydrochloride,3.0,25.62,24.15269
2023-03,UNIDENTIFIED,Imipramine hydrochloride,1.0,1.41,1.3341
2023-03,UNIDENTIFIED,Lofepramine hydrochloride,1.0,20.3,19.14106
2023-03,UNIDENTIFIED,Nortriptyline,12.0,15.06,15.41891
2023-03,UNIDENTIFIED,Trazodone hydrochloride,16.0,79.52,75.73704
2023-03,UNIDENTIFIED,Citalopram hydrobromide,120.0,242.71,228.72769
2023-03,UNIDENTIFIED,Fluoxetine hydrochloride,86.0,1548.06,1459.04619
