date,country,city,group,substance,items
2025-04,England,Nottingham,anxiolytic,Zolpidem tartrate,556.0
2025-04,England,Nottingham,anxiolytic,Zopiclone,4017.0
2025-04,England,Peterborough,antidepressant,Agomelatine,1.0
2025-04,England,Peterborough,antidepressant,Amitriptyline hydrochloride,8078.0
2025-04,England,Peterborough,antidepressant,Bupropion hydrochloride,11.0
2025-04,England,Peterborough,anxiolytic,Buspirone hydrochloride,71.0
2025-04,England,Peterborough,anxiolytic,Chloral hydrate,2.0
2025-04,England,Peterborough,anxiolytic,Chlordiazepoxide hydrochloride,5.0
2025-04,England,Peterborough,antidepressant,Citalopram hydrobromide,6938.0
2025-04,England,Peterborough,antidepressant,Citalopram hydrochloride,31.0
2025-04,England,Peterborough,anxiolytic,Clobazam,141.0
2025-04,England,Peterborough,antidepressant,Clomipramine hydrochloride,69.0
2025-04,England,Peterborough,anxiolytic,Clonazepam,482.0
2025-04,England,Peterborough,anxiolytic,Daridorexant,34.0
2025-04,England,Peterborough,anxiolytic,Diazepam,1308.0
2025-04,England,Peterborough,antidepressant,Dosulepin hydrochloride,120.0
2025-04,England,Peterborough,antidepressant,Doxepin,6.0
2025-04,England,Peterborough,antidepressant,Duloxetine hydrochloride,1184.0
2025-04,England,Peterborough,antidepressant,Escitalopram,652.0
2025-04,England,Peterborough,antidepressant,Fluoxetine hydrochloride,2909.0
2025-04,England,Peterborough,antidepressant,Flupentixol decanoate,21.0
2025-04,England,Peterborough,antidepressant,Flupentixol hydrochloride,62.0
2025-04,England,Peterborough,antidepressant,Fluvoxamine maleate,6.0
2025-04,England,Peterborough,antidepressant,Imipramine hydrochloride,51.0
2025-04,England,Peterborough,antidepressant,Lofepramine hydrochloride,26.0
2025-04,England,Peterborough,anxiolytic,Loprazolam mesilate,11.0
2025-04,England,Peterborough,anxiolytic,Lorazepam,552.0
2025-04,England,Peterborough,anxiolytic,Lormetazepam,6.0
2025-04,England,Peterborough,anxiolytic,Melatonin,653.0
2025-04,England,Peterborough,anxiolytic,Midazolam hydrochloride,47.0
2025-04,England,Peterborough,anxiolytic,Midazolam maleate,10.0
2025-04,England,Peterborough,antidepressant,Mirtazapine,4726.0
2025-04,England,Peterborough,antidepressant,Moclobemide,1.0
2025-04,England,Peterborough,anxiolytic,Nitrazepam,92.0
2025-04,England,Peterborough,antidepressant,Nortriptyline,442.0
2025-04,England,Peterborough,anxiolytic,Oxazepam,2.0
2025-04,England,Peterborough,antidepressant,Paroxetine hydrochloride,647.0
2025-04,England,Peterborough,antidepressant,Phenelzine sulfate,1.0
2025-04,England,Peterborough,anxiolytic,Phenobarbital,53.0
2025-04,England,Peterborough,anxiolytic,Pregabalin,3824.0
2025-04,England,Peterborough,anxiolytic,Promethazine teoclate,4.0
2025-04,England,Peterborough,antidepressant,Reboxetine,7.0
2025-04,England,Peterborough,antidepressant,Sertraline hydrochloride,10893.0
2025-04,England,Peterborough,anxiolytic,Sodium oxybate,1.0
2025-04,England,Peterborough,anxiolytic,Temazepam,117.0
2025-04,England,Peterborough,antidepressant,Tranylcypromine sulfate,1.0
2025-04,England,Peterborough,antidepressant,Trazodone hydrochloride,210.0
2025-04,England,Peterborough,antidepressant,Trimipramine maleate,6.0
2025-04,England,Peterborough,antidepressant,Tryptophan,1.0
2025-04,England,Peterborough,antidepressant,Venlafaxine,2471.0
2025-04,England,Peterborough,antidepressant,Vortioxetine,82.0
2025-04,England,Peterborough,anxiolytic,Zolpidem tartrate,237.0
2025-04,England,Peterborough,anxiolytic,Zopiclone,1442.0
2025-04,England,Plymouth,antidepressant,Agomelatine,11.0
2025-04,England,Plymouth,antidepressant,Amitriptyline hydrochloride,7673.0
2025-04,England,Plymouth,antidepressant,Bupropion hydrochloride,15.0
2025-04,England,Plymouth,anxiolytic,Buspirone hydrochloride,56.0
2025-04,England,Plymouth,anxiolytic,Chloral hydrate,3.0
2025-04,England,Plymouth,anxiolytic,Chlordiazepoxide hydrochloride,4.0
2025-04,England,Plymouth,antidepressant,Citalopram hydrobromide,5093.0
2025-04,England,Plymouth,antidepressant,Citalopram hydrochloride,31.0
2025-04,England,Plymouth,anxiolytic,Clobazam,122.0
2025-04,England,Plymouth,antidepressant,Clomipramine hydrochloride,75.0
2025-04,England,Plymouth,anxiolytic,Clonazepam,254.0
2025-04,England,Plymouth,anxiolytic,Daridorexant,30.0
2025-04,England,Plymouth,anxiolytic,Diazepam,1880.0
2025-04,England,Plymouth,antidepressant,Dosulepin hydrochloride,74.0
2025-04,England,Plymouth,antidepressant,Doxepin,4.0
2025-04,England,Plymouth,antidepressant,Duloxetine hydrochloride,2188.0
2025-04,England,Plymouth,antidepressant,Escitalopram,452.0
2025-04,England,Plymouth,antidepressant,Fluoxetine hydrochloride,2846.0
2025-04,England,Plymouth,antidepressant,Flupentixol decanoate,4.0
2025-04,England,Plymouth,antidepressant,Flupentixol hydrochloride,50.0
2025-04,England,Plymouth,antidepressant,Fluvoxamine maleate,8.0
2025-04,England,Plymouth,antidepressant,Imipramine hydrochloride,87.0
2025-04,England,Plymouth,antidepressant,Lofepramine hydrochloride,54.0
2025-04,England,Plymouth,anxiolytic,Lorazepam,344.0
2025-04,England,Plymouth,anxiolytic,Lormetazepam,7.0
2025-04,England,Plymouth,anxiolytic,Melatonin,1869.0
2025-04,England,Plymouth,antidepressant,Mianserin hydrochloride,3.0
2025-04,England,Plymouth,anxiolytic,Midazolam hydrochloride,21.0
2025-04,England,Plymouth,anxiolytic,Midazolam maleate,12.0
2025-04,England,Plymouth,antidepressant,Mirtazapine,6343.0
2025-04,England,Plymouth,antidepressant,Moclobemide,5.0
2025-04,England,Plymouth,anxiolytic,Nitrazepam,97.0
2025-04,England,Plymouth,antidepressant,Nortriptyline,324.0
2025-04,England,Plymouth,anxiolytic,Oxazepam,8.0
2025-04,England,Plymouth,antidepressant,Paroxetine hydrochloride,374.0
2025-04,England,Plymouth,antidepressant,Phenelzine sulfate,1.0
2025-04,England,Plymouth,anxiolytic,Phenobarbital,25.0
2025-04,England,Plymouth,anxiolytic,Pregabalin,3677.0
2025-04,England,Plymouth,anxiolytic,Promethazine teoclate,13.0
2025-04,England,Plymouth,antidepressant,Reboxetine,9.0
2025-04,England,Plymouth,antidepressant,Sertraline hydrochloride,9497.0
2025-04,England,Plymouth,anxiolytic,Temazepam,91.0
2025-04,England,Plymouth,antidepressant,Tranylcypromine sulfate,1.0
2025-04,England,Plymouth,antidepressant,Trazodone hydrochloride,477.0
2025-04,England,Plymouth,antidepressant,Trimipramine maleate,23.0
2025-04,England,Plymouth,antidepressant,Venlafaxine,3232.0
2025-04,England,Plymouth,antidepressant,Vortioxetine,66.0
2025-04,England,Plymouth,anxiolytic,Zolpidem tartrate,193.0
2025-04,England,Plymouth,anxiolytic,Zopiclone,1868.0
2025-04,England,Sunderland,antidepressant,Agomelatine,49.0
2025-04,England,Sunderland,antidepressant,Amitriptyline hydrochloride,7957.0
2025-04,England,Sunderland,antidepressant,Bupropion hydrochloride,1.0
2025-04,England,Sunderland,anxiolytic,Buspirone hydrochloride,53.0
2025-04,England,Sunderland,anxiolytic,Chlordiazepoxide hydrochloride,14.0
2025-04,England,Sunderland,antidepressant,Citalopram hydrobromide,5650.0
2025-04,England,Sunderland,antidepressant,Citalopram hydrochloride,17.0
2025-04,England,Sunderland,anxiolytic,Clobazam,129.0
2025-04,England,Sunderland,anxiolytic,Clomethiazole,4.0
2025-04,England,Sunderland,antidepressant,Clomipramine hydrochloride,100.0
2025-04,England,Sunderland,anxiolytic,Clonazepam,378.0
2025-04,England,Sunderland,anxiolytic,Daridorexant,3.0
2025-04,England,Sunderland,anxiolytic,Diazepam,973.0
2025-04,England,Sunderland,antidepressant,Dosulepin hydrochloride,85.0
2025-04,England,Sunderland,antidepressant,Doxepin,6.0
2025-04,England,Sunderland,antidepressant,Duloxetine hydrochloride,3499.0
2025-04,England,Sunderland,antidepressant,Escitalopram,680.0
2025-04,England,Sunderland,antidepressant,Fluoxetine hydrochloride,4869.0
2025-04,England,Sunderland,antidepressant,Flupentixol decanoate,1.0
2025-04,England,Sunderland,antidepressant,Flupentixol hydrochloride,45.0
2025-04,England,Sunderland,antidepressant,Fluvoxamine maleate,4.0
2025-04,England,Sunderland,antidepressant,Imipramine hydrochloride,22.0
2025-04,England,Sunderland,antidepressant,Lofepramine hydrochloride,68.0
2025-04,England,Sunderland,anxiolytic,Lorazepam,247.0
2025-04,England,Sunderland,anxiolytic,Lormetazepam,2.0
2025-04,England,Sunderland,anxiolytic,Melatonin,1376.0
2025-04,England,Sunderland,anxiolytic,Midazolam hydrochloride,20.0
2025-04,England,Sunderland,anxiolytic,Midazolam maleate,5.0
2025-04,England,Sunderland,antidepressant,Mirtazapine,9380.0
2025-04,England,Sunderland,antidepressant,Moclobemide,1.0
2025-04,England,Sunderland,anxiolytic,Nitrazepam,100.0
2025-04,England,Sunderland,antidepressant,Nortriptyline,668.0
2025-04,England,Sunderland,anxiolytic,Oxazepam,5.0
2025-04,England,Sunderland,antidepressant,Paroxetine hydrochloride,664.0
2025-04,England,Sunderland,anxiolytic,Phenobarbital,66.0
2025-04,England,Sunderland,anxiolytic,Pregabalin,3840.0
2025-04,England,Sunderland,anxiolytic,Promethazine teoclate,1.0
2025-04,England,Sunderland,antidepressant,Reboxetine,10.0
2025-04,England,Sunderland,antidepressant,Sertraline hydrochloride,12126.0
2025-04,England,Sunderland,anxiolytic,Temazepam,132.0
2025-04,England,Sunderland,antidepressant,Trazodone hydrochloride,1518.0
2025-04,England,Sunderland,antidepressant,Trimipramine maleate,8.0
2025-04,England,Sunderland,antidepressant,Venlafaxine,2892.0
2025-04,England,Sunderland,antidepressant,Vortioxetine,191.0
2025-04,England,Sunderland,anxiolytic,Zolpidem tartrate,104.0
2025-04,England,Sunderland,anxiolytic,Zopiclone,799.0
2025-04,England,York,antidepressant,Agomelatine,4.0
2025-04,England,York,antidepressant,Amitriptyline hydrochloride,6491.0
2025-04,England,York,antidepressant,Bupropion hydrochloride,4.0
2025-04,England,York,anxiolytic,Buspirone hydrochloride,35.0
2025-04,England,York,anxiolytic,Chloral hydrate,3.0
2025-04,England,York,anxiolytic,Chlordiazepoxide hydrochloride,2.0
2025-04,England,York,antidepressant,Citalopram hydrobromide,4532.0
2025-04,England,York,antidepressant,Citalopram hydrochloride,23.0
2025-04,England,York,anxiolytic,Clobazam,101.0
2025-04,England,York,antidepressant,Clomipramine hydrochloride,81.0
2025-04,England,York,anxiolytic,Clonazepam,161.0
2025-04,England,York,anxiolytic,Daridorexant,10.0
2025-04,England,York,anxiolytic,Diazepam,949.0
2025-04,England,York,antidepressant,Dosulepin hydrochloride,62.0
2025-04,England,York,antidepressant,Doxepin,3.0
2025-04,England,York,antidepressant,Duloxetine hydrochloride,1007.0
2025-04,England,York,antidepressant,Escitalopram,600.0
2025-04,England,York,antidepressant,Fluoxetine hydrochloride,2480.0
2025-04,England,York,antidepressant,Flupentixol decanoate,31.0
2025-04,England,York,antidepressant,Flupentixol hydrochloride,39.0
2025-04,England,York,antidepressant,Fluvoxamine maleate,8.0
2025-04,England,York,antidepressant,Imipramine hydrochloride,67.0
2025-04,England,York,antidepressant,Lofepramine hydrochloride,38.0
2025-04,England,York,anxiolytic,Lorazepam,288.0
2025-04,England,York,anxiolytic,Lormetazepam,2.0
2025-04,England,York,anxiolytic,Melatonin,626.0
2025-04,England,York,antidepressant,Mianserin hydrochloride,2.0
2025-04,England,York,anxiolytic,Midazolam hydrochloride,19.0
2025-04,England,York,anxiolytic,Midazolam maleate,3.0
2025-04,England,York,antidepressant,Mirtazapine,3843.0
2025-04,England,York,antidepressant,Moclobemide,3.0
2025-04,England,York,anxiolytic,Nitrazepam,91.0
2025-04,England,York,antidepressant,Nortriptyline,472.0
2025-04,England,York,anxiolytic,Oxazepam,8.0
2025-04,England,York,antidepressant,Paroxetine hydrochloride,313.0
2025-04,England,York,antidepressant,Phenelzine sulfate,2.0
2025-04,England,York,anxiolytic,Phenobarbital,26.0
2025-04,England,York,anxiolytic,Pregabalin,3166.0
2025-04,England,York,anxiolytic,Promethazine teoclate,4.0
2025-04,England,York,antidepressant,Reboxetine,7.0
2025-04,England,York,antidepressant,Sertraline hydrochloride,10996.0
2025-04,England,York,anxiolytic,Temazepam,70.0
2025-04,England,York,antidepressant,Trazodone hydrochloride,383.0
2025-04,England,York,antidepressant,Trimipramine maleate,3.0
2025-04,England,York,antidepressant,Venlafaxine,1481.0
2025-04,England,York,antidepressant,Vortioxetine,154.0
2025-04,England,York,anxiolytic,Zolpidem tartrate,70.0
2025-04,England,York,anxiolytic,Zopiclone,1055.0
2025-05,England,Birmingham,antidepressant,Agomelatine,19.0
2025-05,England,Birmingham,antidepressant,Amitriptyline hydrochloride,24392.0
2025-05,England,Birmingham,antidepressant,Bupropion hydrochloride,24.0
2025-05,England,Birmingham,anxiolytic,Buspirone hydrochloride,413.0
2025-05,England,Birmingham,anxiolytic,Chloral hydrate,7.0
2025-05,England,Birmingham,anxiolytic,Chlordiazepoxide hydrochloride,28.0
2025-05,England,Birmingham,antidepressant,Citalopram hydrobromide,17379.0
2025-05,England,Birmingham,antidepressant,Citalopram hydrochloride,115.0
2025-05,England,Birmingham,anxiolytic,Clobazam,921.0
2025-05,England,Birmingham,anxiolytic,Clomethiazole,2.0
2025-05,England,Birmingham,anxiolytic,Clomethiazole edisilate,3.0
2025-05,England,Birmingham,antidepressant,Clomipramine hydrochloride,234.0
2025-05,England,Birmingham,anxiolytic,Clonazepam,1117.0
2025-05,England,Birmingham,anxiolytic,Daridorexant,328.0
2025-05,England,Birmingham,anxiolytic,Diazepam,5603.0
2025-05,England,Birmingham,antidepressant,Dosulepin hydrochloride,347.0
2025-05,England,Birmingham,antidepressant,Doxepin,3.0
2025-05,England,Birmingham,antidepressant,Duloxetine hydrochloride,6421.0
2025-05,England,Birmingham,antidepressant,Escitalopram,2179.0
2025-05,England,Birmingham,antidepressant,Fluoxetine hydrochloride,8988.0
2025-05,England,Birmingham,antidepressant,Flupentixol decanoate,26.0
2025-05,England,Birmingham,antidepressant,Flupentixol hydrochloride,190.0
2025-05,England,Birmingham,antidepressant,Fluvoxamine maleate,26.0
2025-05,England,Birmingham,antidepressant,Imipramine hydrochloride,79.0
2025-05,England,Birmingham,antidepressant,Isocarboxazid,3.0
2025-05,England,Birmingham,antidepressant,Lofepramine hydrochloride,111.0
2025-05,England,Birmingham,anxiolytic,Loprazolam mesilate,11.0
2025-05,England,Birmingham,anxiolytic,Lorazepam,1874.0
2025-05,England,Birmingham,anxiolytic,Lormetazepam,10.0
2025-05,England,Birmingham,anxiolytic,Melatonin,2947.0
2025-05,England,Birmingham,anxiolytic,Midazolam hydrochloride,193.0
2025-05,England,Birmingham,anxiolytic,Midazolam maleate,31.0
2025-05,England,Birmingham,antidepressant,Mirtazapine,22716.0
2025-05,England,Birmingham,antidepressant,Moclobemide,10.0
2025-05,England,Birmingham,anxiolytic,Nitrazepam,334.0
2025-05,England,Birmingham,antidepressant,Nortriptyline,660.0
2025-05,England,Birmingham,anxiolytic,Oxazepam,26.0
2025-05,England,Birmingham,antidepressant,Paroxetine hydrochloride,1863.0
2025-05,England,Birmingham,antidepressant,Phenelzine sulfate,2.0
2025-05,England,Birmingham,anxiolytic,Phenobarbital,180.0
2025-05,England,Birmingham,anxiolytic,Pregabalin,17766.0
2025-05,England,Birmingham,anxiolytic,Promethazine teoclate,36.0
2025-05,England,Birmingham,antidepressant,Reboxetine,23.0
2025-05,England,Birmingham,antidepressant,Sertraline hydrochloride,37859.0
2025-05,England,Birmingham,anxiolytic,Sodium oxybate,4.0
2025-05,England,Birmingham,anxiolytic,Temazepam,392.0
2025-05,England,Birmingham,antidepressant,Tranylcypromine sulfate,3.0
2025-05,England,Birmingham,antidepressant,Trazodone hydrochloride,408.0
2025-05,England,Birmingham,antidepressant,Trimipramine maleate,13.0
2025-05,England,Birmingham,antidepressant,Tryptophan,3.0
2025-05,England,Birmingham,antidepressant,Venlafaxine,9137.0
2025-05,England,Birmingham,antidepressant,Vortioxetine,330.0
2025-05,England,Birmingham,anxiolytic,Zolpidem tartrate,904.0
2025-05,England,Birmingham,anxiolytic,Zopiclone,6298.0
2025-05,England,Brighton,antidepressant,Agomelatine,7.0
2025-05,England,Brighton,antidepressant,Amitriptyline hydrochloride,3957.0
2025-05,England,Brighton,antidepressant,Bupropion hydrochloride,48.0
2025-05,England,Brighton,anxiolytic,Buspirone hydrochloride,92.0
2025-05,England,Brighton,antidepressant,Citalopram hydrobromide,3631.0
2025-05,England,Brighton,antidepressant,Citalopram hydrochloride,12.0
2025-05,England,Brighton,anxiolytic,Clobazam,102.0
2025-05,England,Brighton,antidepressant,Clomipramine hydrochloride,51.0
2025-05,England,Brighton,anxiolytic,Clonazepam,521.0
2025-05,England,Brighton,anxiolytic,Daridorexant,57.0
2025-05,England,Brighton,anxiolytic,Diazepam,2568.0
2025-05,England,Brighton,antidepressant,Dosulepin hydrochloride,64.0
2025-05,England,Brighton,antidepressant,Doxepin,2.0
2025-05,England,Brighton,antidepressant,Duloxetine hydrochloride,2532.0
2025-05,England,Brighton,antidepressant,Escitalopram,877.0
2025-05,England,Brighton,antidepressant,Fluoxetine hydrochloride,2115.0
2025-05,England,Brighton,antidepressant,Flupentixol decanoate,8.0
2025-05,England,Brighton,antidepressant,Flupentixol hydrochloride,10.0
2025-05,England,Brighton,antidepressant,Fluvoxamine maleate,7.0
2025-05,England,Brighton,antidepressant,Imipramine hydrochloride,16.0
2025-05,England,Brighton,antidepressant,Lofepramine hydrochloride,12.0
2025-05,England,Brighton,anxiolytic,Loprazolam mesilate,12.0
2025-05,England,Brighton,anxiolytic,Lorazepam,237.0
2025-05,England,Brighton,anxiolytic,Lormetazepam,1.0
2025-05,England,Brighton,anxiolytic,Melatonin,1948.0
2025-05,England,Brighton,antidepressant,Mianserin hydrochloride,1.0
2025-05,England,Brighton,anxiolytic,Midazolam hydrochloride,23.0
2025-05,England,Brighton,anxiolytic,Midazolam maleate,3.0
2025-05,England,Brighton,antidepressant,Mirtazapine,4693.0
2025-05,England,Brighton,antidepressant,Moclobemide,14.0
2025-05,England,Brighton,anxiolytic,Nitrazepam,99.0
2025-05,England,Brighton,antidepressant,Nortriptyline,221.0
2025-05,England,Brighton,anxiolytic,Oxazepam,25.0
2025-05,England,Brighton,anxiolytic,Paraldehyde,2.0
2025-05,England,Brighton,antidepressant,Paroxetine hydrochloride,275.0
2025-05,England,Brighton,antidepressant,Phenelzine sulfate,2.0
2025-05,England,Brighton,anxiolytic,Phenobarbital,43.0
2025-05,England,Brighton,anxiolytic,Pregabalin,3338.0
2025-05,England,Brighton,antidepressant,Reboxetine,9.0
2025-05,England,Brighton,antidepressant,Sertraline hydrochloride,7968.0
2025-05,England,Brighton,anxiolytic,Temazepam,214.0
2025-05,England,Brighton,antidepressant,Tranylcypromine sulfate,1.0
2025-05,England,Brighton,antidepressant,Trazodone hydrochloride,741.0
2025-05,England,Brighton,antidepressant,Trimipramine maleate,1.0
2025-05,England,Brighton,antidepressant,Tryptophan,1.0
2025-05,England,Brighton,antidepressant,Venlafaxine,2073.0
2025-05,England,Brighton,antidepressant,Vortioxetine,420.0
2025-05,England,Brighton,anxiolytic,Zolpidem tartrate,566.0
2025-05,England,Brighton,anxiolytic,Zopiclone,1680.0
2025-05,England,Bristol,antidepressant,Agomelatine,28.0
2025-05,England,Bristol,antidepressant,Amitriptyline hydrochloride,17304.0
2025-05,England,Bristol,antidepressant,Bupropion hydrochloride,33.0
2025-05,England,Bristol,anxiolytic,Buspirone hydrochloride,35.0
2025-05,England,Bristol,anxiolytic,Chloral hydrate,4.0
2025-05,England,Bristol,anxiolytic,Chlordiazepoxide hydrochloride,16.0
2025-05,England,Bristol,antidepressant,Citalopram hydrobromide,13859.0
2025-05,England,Bristol,antidepressant,Citalopram hydrochloride,77.0
2025-05,England,Bristol,anxiolytic,Clobazam,267.0
2025-05,England,Bristol,anxiolytic,Clomethiazole,2.0
2025-05,England,Bristol,antidepressant,Clomipramine hydrochloride,252.0
2025-05,England,Bristol,anxiolytic,Clonazepam,822.0
2025-05,England,Bristol,anxiolytic,Daridorexant,237.0
2025-05,England,Bristol,anxiolytic,Diazepam,5869.0
2025-05,England,Bristol,antidepressant,Dosulepin hydrochloride,268.0
2025-05,England,Bristol,antidepressant,Doxepin,40.0
2025-05,England,Bristol,antidepressant,Duloxetine hydrochloride,4720.0
2025-05,England,Bristol,antidepressant,Escitalopram,2623.0
2025-05,England,Bristol,antidepressant,Fluoxetine hydrochloride,6234.0
2025-05,England,Bristol,antidepressant,Flupentixol decanoate,42.0
2025-05,England,Bristol,antidepressant,Flupentixol hydrochloride,161.0
2025-05,England,Bristol,antidepressant,Fluvoxamine maleate,37.0
2025-05,England,Bristol,antidepressant,Imipramine hydrochloride,64.0
2025-05,England,Bristol,antidepressant,Isocarboxazid,7.0
2025-05,England,Bristol,antidepressant,Lofepramine hydrochloride,126.0
2025-05,England,Bristol,anxiolytic,Loprazolam mesilate,3.0
2025-05,England,Bristol,anxiolytic,Lorazepam,975.0
2025-05,England,Bristol,anxiolytic,Lormetazepam,6.0
2025-05,England,Bristol,anxiolytic,Melatonin,1746.0
2025-05,England,Bristol,anxiolytic,Midazolam hydrochloride,148.0
2025-05,England,Bristol,anxiolytic,Midazolam maleate,19.0
2025-05,England,Bristol,antidepressant,Mirtazapine,16218.0
2025-05,England,Bristol,antidepressant,Moclobemide,7.0
2025-05,England,Bristol,anxiolytic,Nitrazepam,205.0
2025-05,England,Bristol,antidepressant,Nortriptyline,1141.0
2025-05,England,Bristol,anxiolytic,Oxazepam,26.0
2025-05,England,Bristol,antidepressant,Paroxetine hydrochloride,1255.0
2025-05,England,Bristol,antidepressant,Phenelzine sulfate,9.0
2025-05,England,Bristol,anxiolytic,Phenobarbital,102.0
2025-05,England,Bristol,anxiolytic,Pregabalin,8554.0
2025-05,England,Bristol,anxiolytic,Promethazine teoclate,5.0
2025-05,England,Bristol,antidepressant,Reboxetine,28.0
2025-05,England,Bristol,antidepressant,Sertraline hydrochloride,28516.0
2025-05,England,Bristol,anxiolytic,Temazepam,330.0
2025-05,England,Bristol,antidepressant,Tranylcypromine sulfate,1.0
2025-05,England,Bristol,antidepressant,Trazodone hydrochloride,687.0
2025-05,England,Bristol,antidepressant,Trimipramine maleate,10.0
2025-05,England,Bristol,antidepressant,Tryptophan,4.0
2025-05,England,Bristol,antidepressant,Venlafaxine,5994.0
2025-05,England,Bristol,antidepressant,Vortioxetine,339.0
2025-05,England,Bristol,anxiolytic,Zolpidem tartrate,503.0
2025-05,England,Bristol,anxiolytic,Zopiclone,4539.0
2025-05,England,Canterbury,antidepressant,Agomelatine,15.0
2025-05,England,Canterbury,antidepressant,Amitriptyline hydrochloride,1613.0
2025-05,England,Canterbury,antidepressant,Bupropion hydrochloride,9.0
2025-05,England,Canterbury,anxiolytic,Buspirone hydrochloride,30.0
2025-05,England,Canterbury,anxiolytic,Chloral hydrate,1.0
2025-05,England,Canterbury,antidepressant,Citalopram hydrobromide,1600.0
2025-05,England,Canterbury,antidepressant,Citalopram hydrochloride,10.0
2025-05,England,Canterbury,anxiolytic,Clobazam,41.0
2025-05,England,Canterbury,anxiolytic,Clomethiazole,3.0
2025-05,England,Canterbury,antidepressant,Clomipramine hydrochloride,20.0
2025-05,England,Canterbury,anxiolytic,Clonazepam,134.0
2025-05,England,Canterbury,anxiolytic,Daridorexant,10.0
2025-05,England,Canterbury,anxiolytic,Diazepam,546.0
2025-05,England,Canterbury,antidepressant,Dosulepin hydrochloride,61.0
2025-05,England,Canterbury,antidepressant,Duloxetine hydrochloride,787.0
2025-05,England,Canterbury,antidepressant,Escitalopram,618.0
2025-05,England,Canterbury,antidepressant,Fluoxetine hydrochloride,980.0
2025-05,England,Canterbury,antidepressant,Flupentixol decanoate,6.0
2025-05,England,Canterbury,antidepressant,Flupentixol hydrochloride,12.0
2025-05,England,Canterbury,antidepressant,Imipramine hydrochloride,7.0
2025-05,England,Canterbury,antidepressant,Lofepramine hydrochloride,4.0
2025-05,England,Canterbury,anxiolytic,Loprazolam mesilate,5.0
2025-05,England,Canterbury,anxiolytic,Lorazepam,67.0
2025-05,England,Canterbury,anxiolytic,Melatonin,649.0
2025-05,England,Canterbury,anxiolytic,Midazolam hydrochloride,8.0
2025-05,England,Canterbury,anxiolytic,Midazolam maleate,6.0
2025-05,England,Canterbury,antidepressant,Mirtazapine,1321.0
2025-05,England,Canterbury,anxiolytic,Nitrazepam,29.0
2025-05,England,Canterbury,antidepressant,Nortriptyline,145.0
2025-05,England,Canterbury,anxiolytic,Oxazepam,23.0
2025-05,England,Canterbury,antidepressant,Paroxetine hydrochloride,139.0
2025-05,England,Canterbury,antidepressant,Phenelzine sulfate,2.0
2025-05,England,Canterbury,anxiolytic,Phenobarbital,19.0
2025-05,England,Canterbury,anxiolytic,Pregabalin,1668.0
2025-05,England,Canterbury,antidepressant,Reboxetine,1.0
2025-05,England,Canterbury,antidepressant,Sertraline hydrochloride,2822.0
2025-05,England,Canterbury,anxiolytic,Temazepam,31.0
2025-05,England,Canterbury,antidepressant,Trazodone hydrochloride,93.0
2025-05,England,Canterbury,antidepressant,Trimipramine maleate,5.0
2025-05,England,Canterbury,antidepressant,Venlafaxine,613.0
2025-05,England,Canterbury,antidepressant,Vortioxetine,64.0
2025-05,England,Canterbury,anxiolytic,Zolpidem tartrate,61.0
2025-05,England,Canterbury,anxiolytic,Zopiclone,493.0
2025-05,England,Exeter,antidepressant,Agomelatine,5.0
2025-05,England,Exeter,antidepressant,Amitriptyline hydrochloride,4237.0
2025-05,England,Exeter,antidepressant,Bupropion hydrochloride,13.0
2025-05,England,Exeter,anxiolytic,Buspirone hydrochloride,14.0
2025-05,England,Exeter,anxiolytic,Chloral hydrate,3.0
2025-05,England,Exeter,anxiolytic,Chlordiazepoxide hydrochloride,3.0
2025-05,England,Exeter,antidepressant,Citalopram hydrobromide,3495.0
2025-05,England,Exeter,antidepressant,Citalopram hydrochloride,13.0
2025-05,England,Exeter,anxiolytic,Clobazam,90.0
2025-05,England,Exeter,antidepressant,Clomipramine hydrochloride,56.0
2025-05,England,Exeter,anxiolytic,Clonazepam,240.0
2025-05,England,Exeter,anxiolytic,Daridorexant,42.0
2025-05,England,Exeter,anxiolytic,Diazepam,1743.0
2025-05,England,Exeter,antidepressant,Dosulepin hydrochloride,71.0
2025-05,England,Exeter,antidepressant,Doxepin,3.0
2025-05,England,Exeter,antidepressant,Duloxetine hydrochloride,1061.0
2025-05,England,Exeter,antidepressant,Escitalopram,423.0
2025-05,England,Exeter,antidepressant,Fluoxetine hydrochloride,1784.0
2025-05,England,Exeter,antidepressant,Flupentixol decanoate,5.0
2025-05,England,Exeter,antidepressant,Flupentixol hydrochloride,19.0
2025-05,England,Exeter,antidepressant,Fluvoxamine maleate,4.0
2025-05,England,Exeter,antidepressant,Imipramine hydrochloride,75.0
2025-05,England,Exeter,antidepressant,Lofepramine hydrochloride,56.0
2025-05,England,Exeter,anxiolytic,Loprazolam mesilate,1.0
2025-05,England,Exeter,anxiolytic,Lorazepam,281.0
2025-05,England,Exeter,anxiolytic,Lormetazepam,6.0
2025-05,England,Exeter,anxiolytic,Melatonin,1141.0
2025-05,England,Exeter,anxiolytic,Midazolam hydrochloride,17.0
2025-05,England,Exeter,anxiolytic,Midazolam maleate,3.0
2025-05,England,Exeter,antidepressant,Mirtazapine,3193.0
2025-05,England,Exeter,antidepressant,Moclobemide,6.0
2025-05,England,Exeter,anxiolytic,Nitrazepam,90.0
2025-05,England,Exeter,antidepressant,Nortriptyline,150.0
2025-05,England,Exeter,anxiolytic,Oxazepam,4.0
