date,country,group,chemical_substance,items_1000,items,actual_cost
2023-04,England,Anxiolytics,Clonazepam,13.888,13888.0,189309.64297
2023-04,England,Anxiolytics,Phenobarbital,2.398,2398.0,33351.97481
2023-04,England,Anxiolytics,Phenobarbital sodium,0.002,2.0,284.86762
2023-04,England,Anxiolytics,Paraldehyde,0.025,25.0,596.44665
2023-04,England,Anxiolytics,Midazolam maleate,0.177,177.0,42703.3414
2023-04,England,Anxiolytics,Midazolam hydrochloride,1.292,1292.0,123864.56218
2023-04,England,Antidepressants,Bupropion hydrochloride,0.113,113.0,3863.48485
2023-04,England,Anxiolytics,Sodium oxybate,0.006,6.0,4405.44251
2023-04,England,Anxiolytics,Melatonin,22.26,22260.0,790102.80094
2023-04,England,Anxiolytics,Chloral hydrate,0.15,150.0,51977.25466
2023-04,England,Anxiolytics,Clomethiazole edisilate,0.01,10.0,577.20839
2023-04,England,Anxiolytics,Clomethiazole,0.2,200.0,2153.7734
2023-04,England,Anxiolytics,Loprazolam mesilate,0.196,196.0,3970.67079
2023-04,England,Anxiolytics,Lormetazepam,0.175,175.0,3247.99406
2023-04,England,Anxiolytics,Nitrazepam,4.93,4930.0,37411.69239
2023-04,England,Anxiolytics,Temazepam,5.103,5103.0,114757.48161
2023-04,England,Anxiolytics,Zolpidem tartrate,4.764,4764.0,4716.28301
2023-04,England,Anxiolytics,Zopiclone,43.458,43458.0,53466.11213
2023-04,England,Anxiolytics,Buspirone hydrochloride,2.66,2660.0,23965.75861
2023-04,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.295,295.0,3982.83026
2023-04,England,Anxiolytics,Diazepam,46.099,46099.0,120103.47881
2023-04,England,Anxiolytics,Lorazepam,11.95,11950.0,106107.74326
2023-04,England,Anxiolytics,Oxazepam,0.757,757.0,4399.0852
2023-04,England,Anxiolytics,Amobarbital sodium,0.002,2.0,1024.71763
2023-04,England,Antidepressants,Flupentixol hydrochloride,0.702,702.0,3122.43094
2023-04,England,Antidepressants,Flupentixol decanoate,0.489,489.0,8617.75084
2023-04,England,Antidepressants,Amitriptyline hydrochloride,254.058,254058.0,341790.50529
2023-04,England,Antidepressants,Clomipramine hydrochloride,3.233,3233.0,39661.57467
2023-04,England,Antidepressants,Dosulepin hydrochloride,4.623,4623.0,55775.62834
2023-04,England,Antidepressants,Doxepin,0.324,324.0,54411.55101
2023-04,England,Antidepressants,Imipramine hydrochloride,1.566,1566.0,8070.31931
2023-04,England,Antidepressants,Lofepramine hydrochloride,2.581,2581.0,31689.11625
2023-04,England,Antidepressants,Mianserin hydrochloride,0.009,9.0,429.92085
2023-04,England,Antidepressants,Nortriptyline,11.951,11951.0,36202.05678
2023-04,England,Antidepressants,Trazodone hydrochloride,37.408,37408.0,117215.22416
2023-04,England,Antidepressants,Trimipramine maleate,0.218,218.0,59125.04676
2023-04,England,Antidepressants,Isocarboxazid,0.004,4.0,1290.12111
2023-04,England,Antidepressants,Moclobemide,0.118,118.0,1777.27527
2023-04,England,Antidepressants,Phenelzine sulfate,0.064,64.0,7772.54929
2023-04,England,Antidepressants,Tranylcypromine sulfate,0.032,32.0,35024.42272
2023-04,England,Antidepressants,Citalopram hydrobromide,187.05,187050.0,282344.43587
2023-04,England,Antidepressants,Fluoxetine hydrochloride,135.139,135139.0,366236.08489
2023-04,England,Antidepressants,Fluvoxamine maleate,0.387,387.0,5725.23117
2023-04,England,Antidepressants,Paroxetine hydrochloride,18.118,18118.0,43597.19229
2023-04,England,Antidepressants,Sertraline hydrochloride,345.463,345463.0,499146.41332
2023-04,England,Antidepressants,Escitalopram,18.237,18237.0,29829.18936
2023-04,England,Antidepressants,Citalopram hydrochloride,0.792,792.0,15175.68096
2023-04,England,Antidepressants,Vortioxetine,3.878,3878.0,69802.5466
2023-04,England,Antidepressants,Flupentixol hydrochloride,2.125,2125.0,5340.52131
2023-04,England,Antidepressants,Tryptophan,0.014,14.0,1429.74367
2023-04,England,Antidepressants,Reboxetine,0.423,423.0,5578.16073
2023-04,England,Antidepressants,Venlafaxine,70.771,70771.0,486966.40539
2023-04,England,Antidepressants,Mirtazapine,196.18,196180.0,193571.82903
2023-04,England,Antidepressants,Duloxetine hydrochloride,70.431,70431.0,245540.06171
2023-04,England,Antidepressants,Agomelatine,0.335,335.0,4132.91398
2023-04,England,Anxiolytics,Promethazine teoclate,0.46,460.0,1867.00162
2023-04,England,Anxiolytics,Clobazam,3.926,3926.0,168793.64529
2023-04,England,Anxiolytics,Pregabalin,130.736,130736.0,316530.77974
2023-04,England,Anxiolytics,Clonazepam,12.319,12319.0,153286.38216
2023-04,England,Anxiolytics,Phenobarbital,2.291,2291.0,26546.95803
2023-04,England,Anxiolytics,Phenobarbital sodium,0.002,2.0,805.00228
2023-04,England,Anxiolytics,Clonazepam,0.003,3.0,513.98695
2023-04,England,Anxiolytics,Paraldehyde,0.033,33.0,661.08264
2023-04,England,Anxiolytics,Midazolam maleate,0.175,175.0,28755.84337
2023-04,England,Anxiolytics,Midazolam hydrochloride,0.992,992.0,97420.58032
2023-04,England,Antidepressants,Bupropion hydrochloride,0.066,66.0,2246.09654
2023-04,England,Anxiolytics,Sodium oxybate,0.002,2.0,2033.27162
2023-04,England,Anxiolytics,Melatonin,18.206,18206.0,580357.91184
2023-04,England,Anxiolytics,Chloral hydrate,0.138,138.0,59310.08486
2023-04,England,Anxiolytics,Clomethiazole edisilate,0.002,2.0,82.46543
2023-04,England,Anxiolytics,Clomethiazole,0.059,59.0,1561.88669
2023-04,England,Anxiolytics,Loprazolam mesilate,0.172,172.0,3873.86073
2023-04,England,Anxiolytics,Lormetazepam,0.168,168.0,2955.85104
2023-04,England,Anxiolytics,Nitrazepam,5.231,5231.0,29262.15552
2023-04,England,Anxiolytics,Temazepam,3.473,3473.0,83496.55319
2023-04,England,Anxiolytics,Zolpidem tartrate,6.754,6754.0,6803.06148
2023-04,England,Anxiolytics,Zopiclone,50.972,50972.0,61004.22124
2023-04,England,Anxiolytics,Buspirone hydrochloride,5.667,5667.0,54755.91778
2023-04,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.241,241.0,3167.77291
2023-04,England,Anxiolytics,Diazepam,50.383,50383.0,166641.09533
2023-04,England,Anxiolytics,Lorazepam,9.989,9989.0,104106.30416
2023-04,England,Anxiolytics,Oxazepam,0.587,587.0,3264.80858
2023-04,England,Anxiolytics,Butobarbital,0.002,2.0,320.29528
2023-04,England,Anxiolytics,Secobarbital sodium,0.001,1.0,10.33511
2023-04,England,Antidepressants,Flupentixol hydrochloride,0.414,414.0,2282.81976
2023-04,England,Antidepressants,Flupentixol decanoate,0.427,427.0,8174.23552
2023-04,England,Antidepressants,Amitriptyline hydrochloride,167.729,167729.0,239699.42197
2023-04,England,Antidepressants,Clomipramine hydrochloride,2.726,2726.0,39227.7924
2023-04,England,Antidepressants,Dosulepin hydrochloride,4.169,4169.0,56989.34742
2023-04,England,Antidepressants,Doxepin,0.164,164.0,34851.85015
2023-04,England,Antidepressants,Imipramine hydrochloride,0.944,944.0,4867.20454
2023-04,England,Antidepressants,Lofepramine hydrochloride,1.131,1131.0,16158.52412
2023-04,England,Antidepressants,Mianserin hydrochloride,0.016,16.0,674.34089
2023-04,England,Antidepressants,Nortriptyline,11.833,11833.0,45878.21803
2023-04,England,Antidepressants,Trazodone hydrochloride,15.691,15691.0,76373.04005
2023-04,England,Antidepressants,Trimipramine maleate,0.107,107.0,39479.96531
2023-04,England,Antidepressants,Moclobemide,0.058,58.0,1226.50756
2023-04,England,Antidepressants,Phenelzine sulfate,0.02,20.0,2419.25255
2023-04,England,Antidepressants,Tranylcypromine sulfate,0.014,14.0,25605.4874
2023-04,England,Antidepressants,Citalopram hydrobromide,146.491,146491.0,230070.42
2023-04,England,Antidepressants,Fluoxetine hydrochloride,85.18,85180.0,261937.7556
2023-04,England,Antidepressants,Fluvoxamine maleate,0.233,233.0,4374.23655
2023-04,England,Antidepressants,Paroxetine hydrochloride,15.94,15940.0,42303.49714
2023-04,England,Antidepressants,Sertraline hydrochloride,287.554,287554.0,433322.41596
2023-04,England,Antidepressants,Escitalopram,18.403,18403.0,31838.27896
2023-04,England,Antidepressants,Citalopram hydrochloride,0.672,672.0,13225.32145
2023-04,England,Antidepressants,Vortioxetine,3.801,3801.0,79593.34763
2023-04,England,Antidepressants,Flupentixol hydrochloride,1.33,1330.0,3858.87341
2023-04,England,Antidepressants,Tryptophan,0.007,7.0,1219.59002
2023-04,England,Antidepressants,Reboxetine,0.249,249.0,3677.86948
2023-04,England,Antidepressants,Venlafaxine,71.215,71215.0,490718.40035
2023-04,England,Antidepressants,Mirtazapine,169.828,169828.0,179390.77088
2023-04,England,Antidepressants,Duloxetine hydrochloride,48.063,48063.0,193501.76659
2023-04,England,Antidepressants,Agomelatine,0.147,147.0,2575.52407
2023-04,England,Anxiolytics,Promethazine teoclate,0.161,161.0,820.57427
2023-04,England,Anxiolytics,Clobazam,5.761,5761.0,150097.59832
2023-04,England,Anxiolytics,Pregabalin,123.192,123192.0,315712.86089
2023-04,England,Anxiolytics,Clonazepam,9.271,9271.0,123432.78588
2023-04,England,Anxiolytics,Phenobarbital,1.619,1619.0,26099.4426
2023-04,England,Anxiolytics,Paraldehyde,0.005,5.0,104.54829
2023-04,England,Anxiolytics,Midazolam maleate,0.137,137.0,22324.77202
2023-04,England,Anxiolytics,Midazolam hydrochloride,0.926,926.0,88317.92637
2023-04,England,Antidepressants,Bupropion hydrochloride,0.082,82.0,3114.94442
2023-04,England,Anxiolytics,Sodium oxybate,0.014,14.0,13302.77793
2023-04,England,Anxiolytics,Melatonin,25.034,25034.0,774431.23
2023-04,England,Anxiolytics,Chloral hydrate,0.127,127.0,51637.76495
2023-04,England,Anxiolytics,Clomethiazole edisilate,0.001,1.0,41.23271
2023-04,England,Anxiolytics,Clomethiazole,0.031,31.0,1085.41945
2023-04,England,Anxiolytics,Flurazepam hydrochloride,0.001,1.0,6.33507
2023-04,England,Anxiolytics,Loprazolam mesilate,0.159,159.0,3705.02868
2023-04,England,Anxiolytics,Lormetazepam,0.17,170.0,3332.21323
2023-04,England,Anxiolytics,Nitrazepam,2.841,2841.0,24074.74829
2023-04,England,Anxiolytics,Temazepam,3.807,3807.0,95291.69648
2023-04,England,Anxiolytics,Zolpidem tartrate,10.353,10353.0,11768.15001
2023-04,England,Anxiolytics,Zopiclone,55.616,55616.0,82221.41063
2023-04,England,Anxiolytics,Buspirone hydrochloride,2.453,2453.0,28338.38996
2023-04,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.377,377.0,3444.61097
2023-04,England,Anxiolytics,Diazepam,47.86,47860.0,95267.36556
2023-04,England,Anxiolytics,Lorazepam,12.706,12706.0,118347.29054
2023-04,England,Anxiolytics,Oxazepam,1.082,1082.0,5697.02511
2023-04,England,Anxiolytics,Amobarbital sodium,0.001,1.0,109.72888
2023-04,England,Antidepressants,Flupentixol hydrochloride,0.258,258.0,1550.6069
2023-04,England,Antidepressants,Flupentixol decanoate,0.399,399.0,5989.2623
2023-04,England,Antidepressants,Amitriptyline hydrochloride,154.845,154845.0,257311.90717
2023-04,England,Antidepressants,Clomipramine hydrochloride,2.509,2509.0,37511.78668
2023-04,England,Antidepressants,Dosulepin hydrochloride,4.302,4302.0,62314.52108
2023-04,England,Antidepressants,Doxepin,0.194,194.0,41212.14211
2023-04,England,Antidepressants,Imipramine hydrochloride,1.516,1516.0,9421.07609
2023-04,England,Antidepressants,Lofepramine hydrochloride,1.106,1106.0,17677.87581
2023-04,England,Antidepressants,Mianserin hydrochloride,0.014,14.0,955.13362
2023-04,England,Antidepressants,Nortriptyline,9.909,9909.0,44008.46304
2023-04,England,Antidepressants,Trazodone hydrochloride,13.56,13560.0,59530.51554
2023-04,England,Antidepressants,Trimipramine maleate,0.289,289.0,118050.21299
2023-04,England,Antidepressants,Isocarboxazid,0.01,10.0,6006.63158
2023-04,England,Antidepressants,Moclobemide,0.116,116.0,2573.58443
2023-04,England,Antidepressants,Phenelzine sulfate,0.068,68.0,9892.93812
2023-04,England,Antidepressants,Tranylcypromine sulfate,0.073,73.0,125852.90824
2023-04,England,Antidepressants,Citalopram hydrobromide,154.476,154476.0,280074.9945
2023-04,England,Antidepressants,Fluoxetine hydrochloride,74.787,74787.0,272067.33134
2023-04,England,Antidepressants,Fluvoxamine maleate,0.283,283.0,6720.00637
2023-04,England,Antidepressants,Paroxetine hydrochloride,13.304,13304.0,42542.33623
2023-04,England,Antidepressants,Sertraline hydrochloride,248.987,248987.0,470431.87109
2023-04,England,Antidepressants,Escitalopram,28.838,28838.0,55900.87963
2023-04,England,Antidepressants,Citalopram hydrochloride,1.034,1034.0,20432.27199
2023-04,England,Antidepressants,Vortioxetine,5.796,5796.0,142638.16346
2023-04,England,Antidepressants,Flupentixol hydrochloride,1.048,1048.0,3262.68869
2023-04,England,Antidepressants,Tryptophan,0.002,2.0,189.46203
2023-04,England,Antidepressants,Reboxetine,0.249,249.0,4487.49042
2023-04,England,Antidepressants,Venlafaxine,63.554,63554.0,555429.58691
2023-04,England,Antidepressants,Mirtazapine,123.958,123958.0,150644.77295
2023-04,England,Antidepressants,Duloxetine hydrochloride,38.416,38416.0,173532.90241
2023-04,England,Antidepressants,Agomelatine,0.671,671.0,14206.50782
2023-04,England,Anxiolytics,Promethazine teoclate,0.242,242.0,1238.03379
2023-04,England,Anxiolytics,Clobazam,4.395,4395.0,149170.9091
2023-04,England,Anxiolytics,Pregabalin,96.948,96948.0,267186.13753
2023-04,England,Anxiolytics,Clonazepam,14.482,14482.0,176036.42821
2023-04,England,Anxiolytics,Phenobarbital,1.856,1856.0,29936.59288
2023-04,England,Anxiolytics,Phenobarbital sodium,0.003,3.0,549.00144
2023-04,England,Anxiolytics,Paraldehyde,0.043,43.0,984.83175
2023-04,England,Anxiolytics,Midazolam maleate,0.191,191.0,30561.19643
2023-04,England,Anxiolytics,Midazolam hydrochloride,1.188,1188.0,112186.05797
2023-04,England,Antidepressants,Bupropion hydrochloride,0.145,145.0,5757.60377
2023-04,England,Anxiolytics,Sodium oxybate,0.009,9.0,8133.09888
2023-04,England,Anxiolytics,Melatonin,13.095,13095.0,387269.68049
2023-04,England,Anxiolytics,Chloral hydrate,0.067,67.0,29358.16703
2023-04,England,Anxiolytics,Clomethiazole,0.074,74.0,1547.93859
2023-04,England,Anxiolytics,Flurazepam hydrochloride,0.001,1.0,7.69001
2023-04,England,Anxiolytics,Loprazolam mesilate,0.115,115.0,2867.53946
2023-04,England,Anxiolytics,Lormetazepam,0.117,117.0,1801.77451
2023-04,England,Anxiolytics,Nitrazepam,2.208,2208.0,9739.81935
2023-04,England,Anxiolytics,Temazepam,2.816,2816.0,65421.09236
2023-04,England,Anxiolytics,Zolpidem tartrate,5.492,5492.0,5784.50234
2023-04,England,Anxiolytics,Zopiclone,43.335,43335.0,57640.82325
2023-04,England,Anxiolytics,Buspirone hydrochloride,0.485,485.0,5243.50423
2023-04,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.188,188.0,2424.53234
2023-04,England,Anxiolytics,Diazepam,47.153,47153.0,88313.90396
2023-04,England,Anxiolytics,Lorazepam,9.653,9653.0,65067.91202
2023-04,England,Anxiolytics,Oxazepam,0.328,328.0,1892.81416
2023-04,England,Antidepressants,Flupentixol hydrochloride,0.311,311.0,1793.6558
2023-04,England,Antidepressants,Flupentixol decanoate,0.367,367.0,5168.38104
2023-04,England,Antidepressants,Amitriptyline hydrochloride,139.845,139845.0,221629.40395
2023-04,England,Antidepressants,Clomipramine hydrochloride,1.698,1698.0,25421.01137
2023-04,England,Antidepressants,Dosulepin hydrochloride,2.965,2965.0,41783.08265
2023-04,England,Antidepressants,Doxepin,0.192,192.0,37999.3488
2023-04,England,Antidepressants,Imipramine hydrochloride,1.132,1132.0,4463.5545
2023-04,England,Antidepressants,Lofepramine hydrochloride,1.138,1138.0,16246.74116
2023-04,England,Antidepressants,Mianserin hydrochloride,0.007,7.0,408.82823
2023-04,England,Antidepressants,Nortriptyline,5.826,5826.0,19568.42366
2023-04,England,Antidepressants,Trazodone hydrochloride,8.579,8579.0,36268.12908
2023-04,England,Antidepressants,Trimipramine maleate,0.14,140.0,47655.33532
2023-04,England,Antidepressants,Isocarboxazid,0.035,35.0,9256.3907
2023-04,England,Antidepressants,Moclobemide,0.069,69.0,1359.33479
2023-04,England,Antidepressants,Phenelzine sulfate,0.045,45.0,5315.87728
2023-04,England,Antidepressants,Tranylcypromine sulfate,0.05,50.0,79466.33991
2023-04,England,Antidepressants,Citalopram hydrobromide,121.182,121182.0,211726.91825
2023-04,England,Antidepressants,Fluoxetine hydrochloride,54.774,54774.0,177901.32305
2023-04,England,Antidepressants,Fluvoxamine maleate,0.149,149.0,2978.16727
2023-04,England,Antidepressants,Paroxetine hydrochloride,9.744,9744.0,29637.61176
2023-04,England,Antidepressants,Sertraline hydrochloride,173.777,173777.0,300172.72969
2023-04,England,Antidepressants,Escitalopram,15.677,15677.0,28734.44594
2023-04,England,Antidepressants,Citalopram hydrochloride,0.54,540.0,10782.10474
2023-04,England,Antidepressants,Vortioxetine,1.579,1579.0,35728.90676
2023-04,England,Antidepressants,Flupentixol hydrochloride,0.924,924.0,2759.97722
2023-04,England,Antidepressants,Reboxetine,0.214,214.0,3495.76251
2023-04,England,Antidepressants,Venlafaxine,51.002,51002.0,391024.63144
2023-04,England,Antidepressants,Mirtazapine,101.887,101887.0,116993.34454
2023-04,England,Antidepressants,Duloxetine hydrochloride,29.904,29904.0,122859.89351
2023-04,England,Antidepressants,Agomelatine,0.215,215.0,4643.45188
2023-04,England,Anxiolytics,Promethazine teoclate,0.19,190.0,835.07735
2023-04,England,Anxiolytics,Clobazam,2.339,2339.0,79066.23922
2023-04,England,Anxiolytics,Pregabalin,68.099,68099.0,175396.65425
2023-04,England,Anxiolytics,Clonazepam,7.192,7192.0,83459.64471
2023-04,England,Anxiolytics,Phenobarbital,1.222,1222.0,16852.46184
2023-04,England,Anxiolytics,Paraldehyde,0.007,7.0,181.27214
2023-04,England,Anxiolytics,Midazolam maleate,0.198,198.0,35036.89385
2023-04,England,Anxiolytics,Midazolam hydrochloride,0.601,601.0,52742.90628
2023-04,England,Antidepressants,Bupropion hydrochloride,0.08,80.0,3435.09
2023-04,England,Anxiolytics,Melatonin,0.1,100.0,8934.03831
2023-04,England,Anxiolytics,Nitrazepam,0.007,7.0,13.16737
2023-04,England,Anxiolytics,Temazepam,0.009,9.0,528.45479
2023-04,England,Anxiolytics,Zolpidem tartrate,0.014,14.0,12.68225
2023-04,England,Anxiolytics,Zopiclone,0.099,99.0,115.18658
2023-04,England,Anxiolytics,Buspirone hydrochloride,0.004,4.0,28.6609
2023-04,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.005,5.0,38.80776
2023-04,England,Anxiolytics,Diazepam,0.223,223.0,149.52939
2023-04,England,Anxiolytics,Lorazepam,0.04,40.0,701.87974
2023-04,England,Anxiolytics,Oxazepam,0.003,3.0,5.85585
2023-04,England,Antidepressants,Flupentixol hydrochloride,0.001,1.0,7.45468
2023-04,England,Antidepressants,Flupentixol decanoate,0.001,1.0,14.29219
2023-04,England,Antidepressants,Amitriptyline hydrochloride,0.118,118.0,179.85859
2023-04,England,Antidepressants,Clomipramine hydrochloride,0.003,3.0,8.64903
2023-04,England,Antidepressants,Nortriptyline,0.007,7.0,12.0061
2023-04,England,Antidepressants,Trazodone hydrochloride,0.012,12.0,63.13187
2023-04,England,Antidepressants,Citalopram hydrobromide,0.13,130.0,224.75249
2023-04,England,Antidepressants,Fluoxetine hydrochloride,0.086,86.0,420.15094
2023-04,England,Antidepressants,Paroxetine hydrochloride,0.01,10.0,98.06503
2023-04,England,Antidepressants,Sertraline hydrochloride,0.21,210.0,538.77423
2023-04,England,Antidepressants,Escitalopram,0.015,15.0,24.15696
2023-04,England,Antidepressants,Citalopram hydrochloride,0.001,1.0,16.09329
2023-04,England,Antidepressants,Vortioxetine,0.006,6.0,177.91867
2023-04,England,Antidepressants,Flupentixol hydrochloride,0.004,4.0,22.99276
2023-04,England,Antidepressants,Tryptophan,0.003,3.0,95.65505
2023-04,England,Antidepressants,Venlafaxine,0.102,102.0,680.835
2023-04,England,Antidepressants,Mirtazapine,0.187,187.0,218.63022
2023-04,England,Antidepressants,Duloxetine hydrochloride,0.075,75.0,298.06949
2023-04,England,Antidepressants,Agomelatine,0.003,3.0,71.9805
2023-04,England,Anxiolytics,Promethazine teoclate,0.004,4.0,22.05407
2023-04,England,Anxiolytics,Clobazam,0.003,3.0,41.48189
2023-04,England,Anxiolytics,Pregabalin,0.109,109.0,339.94567
2023-04,England,Anxiolytics,Clonazepam,0.012,12.0,136.33168
2023-04,England,Anxiolytics,Midazolam hydrochloride,0.001,1.0,85.55901
2023-05,England,Anxiolytics,Sodium oxybate,0.019,19.0,18732.24083
2023-05,England,Anxiolytics,Melatonin,18.837,18837.0,604401.2768
2023-05,England,Anxiolytics,Chloral hydrate,0.069,69.0,41167.12526
2023-05,England,Anxiolytics,Clomethiazole,0.04,40.0,1358.72743
2023-05,England,Anxiolytics,Loprazolam mesilate,0.187,187.0,3833.15948
2023-05,England,Anxiolytics,Lormetazepam,0.135,135.0,2483.48016
2023-05,England,Anxiolytics,Nitrazepam,3.361,3361.0,11432.97569
2023-05,England,Anxiolytics,Temazepam,4.078,4078.0,92115.55708
2023-05,England,Anxiolytics,Zolpidem tartrate,7.286,7286.0,7847.34076
2023-05,England,Anxiolytics,Zopiclone,50.735,50735.0,62067.67527
2023-05,England,Anxiolytics,Buspirone hydrochloride,1.734,1734.0,17716.16353
2023-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.193,193.0,2785.64752
2023-05,England,Anxiolytics,Diazepam,42.633,42633.0,72318.02393
2023-05,England,Anxiolytics,Lorazepam,12.353,12353.0,79718.45619
2023-05,England,Anxiolytics,Oxazepam,0.359,359.0,1991.65341
2023-05,England,Anxiolytics,Amobarbital sodium,0.006,6.0,658.23922
2023-05,England,Anxiolytics,Butobarbital,0.002,2.0,266.67436
2023-05,England,Anxiolytics,Secobarbital sodium,0.001,1.0,130.39551
2023-05,England,Antidepressants,Flupentixol hydrochloride,0.287,287.0,1554.01691
2023-05,England,Antidepressants,Flupentixol decanoate,0.313,313.0,4770.41734
2023-05,England,Antidepressants,Amitriptyline hydrochloride,169.061,169061.0,237971.85692
2023-05,England,Antidepressants,Clomipramine hydrochloride,2.785,2785.0,34579.60943
2023-05,England,Antidepressants,Dosulepin hydrochloride,3.684,3684.0,46557.13462
2023-05,England,Antidepressants,Doxepin,0.136,136.0,28163.29612
2023-05,England,Antidepressants,Imipramine hydrochloride,1.047,1047.0,7125.94779
2023-05,England,Antidepressants,Lofepramine hydrochloride,1.141,1141.0,15269.89561
2023-05,England,Antidepressants,Mianserin hydrochloride,0.014,14.0,542.1689
2023-05,England,Antidepressants,Nortriptyline,9.233,9233.0,33144.98086
2023-05,England,Antidepressants,Trazodone hydrochloride,7.806,7806.0,34281.48064
2023-05,England,Antidepressants,Trimipramine maleate,0.149,149.0,56090.84518
2023-05,England,Antidepressants,Isocarboxazid,0.02,20.0,9216.40762
2023-05,England,Antidepressants,Moclobemide,0.091,91.0,1808.86395
2023-05,England,Antidepressants,Phenelzine sulfate,0.069,69.0,7524.05164
2023-05,England,Antidepressants,Tranylcypromine sulfate,0.028,28.0,33419.5574
2023-05,England,Antidepressants,Citalopram hydrobromide,169.104,169104.0,258842.49957
2023-05,England,Antidepressants,Fluoxetine hydrochloride,72.009,72009.0,235788.80409
2023-05,England,Antidepressants,Fluvoxamine maleate,0.191,191.0,3830.06776
2023-05,England,Antidepressants,Paroxetine hydrochloride,13.902,13902.0,38762.40246
2023-05,England,Antidepressants,Sertraline hydrochloride,221.869,221869.0,367320.39952
2023-05,England,Antidepressants,Escitalopram,17.83,17830.0,30277.33373
2023-05,England,Antidepressants,Citalopram hydrochloride,0.835,835.0,15848.504
2023-05,England,Antidepressants,Vortioxetine,3.293,3293.0,77984.87894
2023-05,England,Antidepressants,Flupentixol hydrochloride,1.58,1580.0,4222.94999
2023-05,England,Antidepressants,Tryptophan,0.012,12.0,2279.9225
2023-05,England,Antidepressants,Reboxetine,0.185,185.0,3323.43328
2023-05,England,Antidepressants,Venlafaxine,67.853,67853.0,466998.80389
2023-05,England,Antidepressants,Mirtazapine,104.091,104091.0,113504.7948
2023-05,England,Antidepressants,Duloxetine hydrochloride,31.266,31266.0,125441.90628
2023-05,England,Antidepressants,Agomelatine,0.142,142.0,3226.96853
2023-05,England,Anxiolytics,Promethazine teoclate,0.521,521.0,2070.15713
2023-05,England,Anxiolytics,Clobazam,3.566,3566.0,136553.1416
2023-05,England,Anxiolytics,Pregabalin,86.837,86837.0,218691.65114
2023-05,England,Anxiolytics,Clonazepam,14.468,14468.0,164289.20763
2023-05,England,Anxiolytics,Phenobarbital,1.753,1753.0,28876.03413
2023-05,England,Anxiolytics,Phenobarbital sodium,0.001,1.0,430.46931
2023-05,England,Anxiolytics,Paraldehyde,0.024,24.0,1153.22076
2023-05,England,Anxiolytics,Midazolam maleate,0.223,223.0,32731.76119
2023-05,England,Anxiolytics,Midazolam hydrochloride,0.821,821.0,77470.52665
2023-05,England,Antidepressants,Bupropion hydrochloride,0.072,72.0,3629.1277
2023-05,England,Anxiolytics,Sodium oxybate,0.007,7.0,8136.30726
2023-05,England,Anxiolytics,Melatonin,23.484,23484.0,584618.82967
2023-05,England,Anxiolytics,Chloral hydrate,0.161,161.0,87015.2176
2023-05,England,Anxiolytics,Clomethiazole edisilate,0.001,1.0,41.2491
2023-05,England,Anxiolytics,Clomethiazole,0.05,50.0,1430.80563
2023-05,England,Anxiolytics,Loprazolam mesilate,0.057,57.0,1384.72703
2023-05,England,Anxiolytics,Lormetazepam,0.068,68.0,1426.07688
2023-05,England,Anxiolytics,Nitrazepam,2.238,2238.0,21548.64086
2023-05,England,Anxiolytics,Temazepam,2.765,2765.0,78044.06434
2023-05,England,Anxiolytics,Zolpidem tartrate,7.02,7020.0,7508.52693
2023-05,England,Anxiolytics,Zopiclone,44.686,44686.0,50699.36857
2023-05,England,Anxiolytics,Alprazolam,0.001,1.0,2.41013
2023-05,England,Anxiolytics,Buspirone hydrochloride,1.088,1088.0,13154.15195
2023-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.186,186.0,1715.27832
2023-05,England,Anxiolytics,Diazepam,36.147,36147.0,52550.98408
2023-05,England,Anxiolytics,Lorazepam,8.628,8628.0,64244.83259
2023-05,England,Anxiolytics,Oxazepam,0.247,247.0,1395.66561
2023-05,England,Anxiolytics,Amobarbital sodium,0.002,2.0,170.20024
2023-05,England,Anxiolytics,Secobarbital sodium,0.002,2.0,897.26194
2023-05,England,Antidepressants,Flupentixol hydrochloride,0.605,605.0,2600.34106
2023-05,England,Antidepressants,Flupentixol decanoate,0.529,529.0,13629.10443
2023-05,England,Antidepressants,Amitriptyline hydrochloride,115.142,115142.0,150973.2974
2023-05,England,Antidepressants,Clomipramine hydrochloride,1.888,1888.0,26351.98004
2023-05,England,Antidepressants,Dosulepin hydrochloride,2.844,2844.0,33231.03025
2023-05,England,Antidepressants,Doxepin,0.17,170.0,29475.6625
2023-05,England,Antidepressants,Imipramine hydrochloride,0.79,790.0,2984.98076
2023-05,England,Antidepressants,Lofepramine hydrochloride,1.131,1131.0,13526.02764
2023-05,England,Antidepressants,Mianserin hydrochloride,0.01,10.0,685.38398
2023-05,England,Antidepressants,Nortriptyline,8.169,8169.0,28074.67203
2023-05,England,Antidepressants,Trazodone hydrochloride,5.579,5579.0,19928.36656
2023-05,England,Antidepressants,Trimipramine maleate,0.286,286.0,108690.99938
2023-05,England,Antidepressants,Isocarboxazid,0.035,35.0,6504.68622
