date,country,group,chemical_substance,items
2022-10,England,Anxiolytics,Phenobarbital sodium,1.0
2022-10,England,Anxiolytics,Clonazepam,2.0
2022-10,England,Anxiolytics,Paraldehyde,35.0
2022-10,England,Anxiolytics,Midazolam maleate,206.0
2022-10,England,Anxiolytics,Midazolam hydrochloride,1042.0
2022-10,England,Antidepressants,Bupropion hydrochloride,604.0
2022-10,England,Anxiolytics,Sodium oxybate,5.0
2022-10,England,Anxiolytics,Melatonin,17428.0
2022-10,England,Anxiolytics,Chloral hydrate,229.0
2022-10,England,Anxiolytics,Clomethiazole edisilate,1.0
2022-10,England,Anxiolytics,Clomethiazole,78.0
2022-10,England,Anxiolytics,Loprazolam mesilate,188.0
2022-10,England,Anxiolytics,Lormetazepam,184.0
2022-10,England,Anxiolytics,Nitrazepam,5666.0
2022-10,England,Anxiolytics,Temazepam,4551.0
2022-10,England,Anxiolytics,Zolpidem tartrate,6669.0
2022-10,England,Anxiolytics,Zopiclone,55485.0
2022-10,England,Anxiolytics,Buspirone hydrochloride,5900.0
2022-10,England,Anxiolytics,Chlordiazepoxide hydrochloride,290.0
2022-10,England,Anxiolytics,Diazepam,54119.0
2022-10,England,Anxiolytics,Lorazepam,10442.0
2022-10,England,Anxiolytics,Oxazepam,673.0
2022-10,England,Anxiolytics,Amobarbital sodium,1.0
2022-10,England,Anxiolytics,Butobarbital,1.0
2022-10,England,Anxiolytics,Secobarbital sodium,10.0
2022-10,England,Antidepressants,Amitriptyline hydrochloride,170827.0
2022-10,England,Antidepressants,Clomipramine hydrochloride,2814.0
2022-10,England,Antidepressants,Dosulepin hydrochloride,4617.0
2022-10,England,Antidepressants,Doxepin,174.0
2022-10,England,Antidepressants,Imipramine hydrochloride,987.0
2022-10,England,Antidepressants,Lofepramine hydrochloride,1260.0
2022-10,England,Antidepressants,Mianserin hydrochloride,11.0
2022-10,England,Antidepressants,Nortriptyline,11947.0
2022-10,England,Antidepressants,Trazodone hydrochloride,15833.0
2022-10,England,Antidepressants,Trimipramine maleate,139.0
2022-10,England,Antidepressants,Isocarboxazid,2.0
2022-10,England,Antidepressants,Moclobemide,63.0
2022-10,England,Antidepressants,Phenelzine sulfate,28.0
2022-10,England,Antidepressants,Tranylcypromine sulfate,16.0
2022-10,England,Antidepressants,Citalopram hydrobromide,154449.0
2022-10,England,Antidepressants,Fluoxetine hydrochloride,88127.0
2022-10,England,Antidepressants,Fluvoxamine maleate,262.0
2022-10,England,Antidepressants,Paroxetine hydrochloride,16511.0
2022-10,England,Antidepressants,Sertraline hydrochloride,291607.0
2022-10,England,Antidepressants,Escitalopram,18933.0
2022-10,England,Antidepressants,Citalopram hydrochloride,697.0
2022-10,England,Antidepressants,Vortioxetine,3601.0
2022-10,England,Antidepressants,Reboxetine,258.0
2022-10,England,Antidepressants,Venlafaxine,73136.0
2022-10,England,Antidepressants,Mirtazapine,172490.0
2022-10,England,Antidepressants,Duloxetine hydrochloride,48320.0
2022-10,England,Antidepressants,Agomelatine,152.0
2022-10,England,Anxiolytics,Promethazine teoclate,203.0
2022-10,England,Anxiolytics,Clobazam,6092.0
2022-10,England,Anxiolytics,Pregabalin,124887.0
2022-10,England,Anxiolytics,Clonazepam,9504.0
2022-10,England,Anxiolytics,Phenobarbital,1805.0
2022-10,England,Anxiolytics,Phenobarbital sodium,2.0
2022-10,England,Anxiolytics,Clonazepam,2.0
2022-10,England,Anxiolytics,Paraldehyde,5.0
2022-10,England,Anxiolytics,Midazolam maleate,122.0
2022-10,England,Anxiolytics,Midazolam hydrochloride,928.0
2022-10,England,Antidepressants,Bupropion hydrochloride,785.0
2022-10,England,Anxiolytics,Sodium oxybate,16.0
2022-10,England,Anxiolytics,Melatonin,23681.0
2022-10,England,Anxiolytics,Chloral hydrate,131.0
2022-10,England,Anxiolytics,Clomethiazole,38.0
2022-10,England,Anxiolytics,Loprazolam mesilate,144.0
2022-10,England,Anxiolytics,Lormetazepam,174.0
2022-10,England,Anxiolytics,Nitrazepam,3040.0
2022-10,England,Anxiolytics,Temazepam,4522.0
2022-10,England,Anxiolytics,Zolpidem tartrate,9422.0
2022-10,England,Anxiolytics,Zopiclone,60961.0
2022-10,England,Anxiolytics,Alprazolam,1.0
2022-10,England,Anxiolytics,Buspirone hydrochloride,2507.0
2022-10,England,Anxiolytics,Chlordiazepoxide hydrochloride,404.0
2022-10,England,Anxiolytics,Diazepam,51886.0
2022-10,England,Anxiolytics,Lorazepam,13395.0
2022-10,England,Anxiolytics,Oxazepam,1201.0
2022-10,England,Anxiolytics,Amobarbital sodium,1.0
2022-10,England,Anxiolytics,Secobarbital sodium,4.0
2022-10,England,Antidepressants,Amitriptyline hydrochloride,158953.0
2022-10,England,Antidepressants,Clomipramine hydrochloride,2501.0
2022-10,England,Antidepressants,Dosulepin hydrochloride,4757.0
2022-10,England,Antidepressants,Doxepin,186.0
2022-10,England,Antidepressants,Imipramine hydrochloride,1617.0
2022-10,England,Antidepressants,Lofepramine hydrochloride,1307.0
2022-10,England,Antidepressants,Mianserin hydrochloride,19.0
2022-10,England,Antidepressants,Nortriptyline,10030.0
2022-10,England,Antidepressants,Trazodone hydrochloride,14025.0
2022-10,England,Antidepressants,Trimipramine maleate,287.0
2022-10,England,Antidepressants,Isocarboxazid,11.0
2022-10,England,Antidepressants,Moclobemide,104.0
2022-10,England,Antidepressants,Phenelzine sulfate,93.0
2022-10,England,Antidepressants,Tranylcypromine sulfate,124.0
2022-10,England,Antidepressants,Citalopram hydrobromide,163390.0
2022-10,England,Antidepressants,Fluoxetine hydrochloride,78276.0
2022-10,England,Antidepressants,Fluvoxamine maleate,299.0
2022-10,England,Antidepressants,Paroxetine hydrochloride,13926.0
2022-10,England,Antidepressants,Sertraline hydrochloride,252671.0
2022-10,England,Antidepressants,Escitalopram,29687.0
2022-10,England,Antidepressants,Citalopram hydrochloride,1067.0
2022-10,England,Antidepressants,Vortioxetine,5671.0
2022-10,England,Antidepressants,Reboxetine,246.0
2022-10,England,Antidepressants,Venlafaxine,65374.0
2022-10,England,Antidepressants,Mirtazapine,126103.0
2022-10,England,Antidepressants,Duloxetine hydrochloride,38658.0
2022-10,England,Antidepressants,Agomelatine,623.0
2022-10,England,Anxiolytics,Promethazine teoclate,411.0
2022-10,England,Anxiolytics,Clobazam,4664.0
2022-10,England,Anxiolytics,Pregabalin,98388.0
2022-10,England,Anxiolytics,Clonazepam,14888.0
2022-10,England,Anxiolytics,Phenobarbital,1924.0
2022-10,England,Anxiolytics,Phenobarbital sodium,1.0
2022-10,England,Anxiolytics,Paraldehyde,50.0
2022-10,England,Anxiolytics,Midazolam maleate,216.0
2022-10,England,Anxiolytics,Midazolam hydrochloride,1114.0
2022-10,England,Antidepressants,Bupropion hydrochloride,964.0
2022-10,England,Anxiolytics,Sodium oxybate,5.0
2022-10,England,Anxiolytics,Melatonin,12671.0
2022-10,England,Anxiolytics,Chloral hydrate,63.0
2022-10,England,Anxiolytics,Clomethiazole,87.0
2022-10,England,Anxiolytics,Loprazolam mesilate,115.0
2022-10,England,Anxiolytics,Lormetazepam,110.0
2022-10,England,Anxiolytics,Nitrazepam,2392.0
2022-10,England,Anxiolytics,Temazepam,3778.0
2022-10,England,Anxiolytics,Zolpidem tartrate,5076.0
2022-10,England,Anxiolytics,Zopiclone,47619.0
2022-10,England,Anxiolytics,Buspirone hydrochloride,522.0
2022-10,England,Anxiolytics,Chlordiazepoxide hydrochloride,245.0
2022-10,England,Anxiolytics,Diazepam,50216.0
2022-10,England,Anxiolytics,Lorazepam,10101.0
2022-10,England,Anxiolytics,Oxazepam,335.0
2022-10,England,Antidepressants,Amitriptyline hydrochloride,144644.0
2022-10,England,Antidepressants,Clomipramine hydrochloride,1796.0
2022-10,England,Antidepressants,Dosulepin hydrochloride,3224.0
2022-10,England,Antidepressants,Doxepin,219.0
2022-10,England,Antidepressants,Imipramine hydrochloride,1153.0
2022-10,England,Antidepressants,Lofepramine hydrochloride,1236.0
2022-10,England,Antidepressants,Mianserin hydrochloride,5.0
2022-10,England,Antidepressants,Nortriptyline,5921.0
2022-10,England,Antidepressants,Trazodone hydrochloride,8953.0
2022-10,England,Antidepressants,Trimipramine maleate,138.0
2022-10,England,Antidepressants,Isocarboxazid,31.0
2022-10,England,Antidepressants,Moclobemide,73.0
2022-10,England,Antidepressants,Phenelzine sulfate,42.0
2022-10,England,Antidepressants,Tranylcypromine sulfate,44.0
2022-10,England,Antidepressants,Citalopram hydrobromide,128710.0
2022-10,England,Antidepressants,Fluoxetine hydrochloride,57123.0
2022-10,England,Antidepressants,Fluvoxamine maleate,176.0
2022-10,England,Antidepressants,Paroxetine hydrochloride,10363.0
2022-10,England,Antidepressants,Sertraline hydrochloride,177213.0
2022-10,England,Antidepressants,Escitalopram,15880.0
2022-10,England,Antidepressants,Citalopram hydrochloride,588.0
2022-10,England,Antidepressants,Vortioxetine,1512.0
2022-10,England,Antidepressants,Reboxetine,237.0
2022-10,England,Antidepressants,Venlafaxine,52576.0
2022-10,England,Antidepressants,Mirtazapine,104005.0
2022-10,England,Antidepressants,Duloxetine hydrochloride,30180.0
2022-10,England,Antidepressants,Agomelatine,243.0
2022-10,England,Anxiolytics,Promethazine teoclate,203.0
2022-10,England,Anxiolytics,Clobazam,2525.0
2022-10,England,Anxiolytics,Pregabalin,70012.0
2022-10,England,Anxiolytics,Clonazepam,7605.0
2022-10,England,Anxiolytics,Phenobarbital,1309.0
2022-10,England,Anxiolytics,Paraldehyde,4.0
2022-10,England,Anxiolytics,Midazolam maleate,224.0
2022-10,England,Anxiolytics,Midazolam hydrochloride,642.0
2022-10,England,Antidepressants,Bupropion hydrochloride,523.0
2022-10,England,Anxiolytics,Melatonin,107.0
2022-10,England,Anxiolytics,Chloral hydrate,2.0
2022-10,England,Anxiolytics,Nitrazepam,5.0
2022-10,England,Anxiolytics,Temazepam,7.0
2022-10,England,Anxiolytics,Zolpidem tartrate,17.0
2022-10,England,Anxiolytics,Zopiclone,111.0
2022-10,England,Anxiolytics,Buspirone hydrochloride,9.0
2022-10,England,Anxiolytics,Chlordiazepoxide hydrochloride,6.0
2022-10,England,Anxiolytics,Bromazepam,2.0
2022-10,England,Anxiolytics,Diazepam,203.0
2022-10,England,Anxiolytics,Lorazepam,38.0
2022-10,England,Anxiolytics,Oxazepam,1.0
2022-10,England,Antidepressants,Amitriptyline hydrochloride,145.0
2022-10,England,Antidepressants,Clomipramine hydrochloride,3.0
2022-10,England,Antidepressants,Imipramine hydrochloride,1.0
2022-10,England,Antidepressants,Nortriptyline,15.0
2022-10,England,Antidepressants,Trazodone hydrochloride,13.0
2022-10,England,Antidepressants,Trimipramine maleate,2.0
2022-10,England,Antidepressants,Citalopram hydrobromide,147.0
2022-10,England,Antidepressants,Fluoxetine hydrochloride,98.0
2022-10,England,Antidepressants,Paroxetine hydrochloride,11.0
2022-10,England,Antidepressants,Sertraline hydrochloride,269.0
2022-10,England,Antidepressants,Escitalopram,23.0
2022-10,England,Antidepressants,Vortioxetine,3.0
2022-10,England,Antidepressants,Reboxetine,1.0
2022-10,England,Antidepressants,Venlafaxine,81.0
2022-10,England,Antidepressants,Mirtazapine,175.0
2022-10,England,Antidepressants,Duloxetine hydrochloride,98.0
2022-10,England,Antidepressants,Agomelatine,2.0
2022-10,England,Anxiolytics,Promethazine teoclate,2.0
2022-10,England,Anxiolytics,Clobazam,2.0
2022-10,England,Anxiolytics,Pregabalin,114.0
2022-10,England,Anxiolytics,Clonazepam,11.0
2022-10,England,Anxiolytics,Midazolam maleate,2.0
2022-10,England,Anxiolytics,Midazolam hydrochloride,1.0
2022-11,England,Anxiolytics,Sodium oxybate,20.0
2022-11,England,Anxiolytics,Melatonin,17410.0
2022-11,England,Anxiolytics,Chloral hydrate,64.0
2022-11,England,Anxiolytics,Clomethiazole edisilate,1.0
2022-11,England,Anxiolytics,Clomethiazole,48.0
2022-11,England,Anxiolytics,Loprazolam mesilate,193.0
2022-11,England,Anxiolytics,Lormetazepam,126.0
2022-11,England,Anxiolytics,Nitrazepam,3622.0
2022-11,England,Anxiolytics,Temazepam,3351.0
2022-11,England,Anxiolytics,Zolpidem tartrate,7177.0
2022-11,England,Anxiolytics,Zopiclone,53325.0
2022-11,England,Anxiolytics,Buspirone hydrochloride,1656.0
2022-11,England,Anxiolytics,Chlordiazepoxide hydrochloride,207.0
2022-11,England,Anxiolytics,Diazepam,43549.0
2022-11,England,Anxiolytics,Lorazepam,12612.0
2022-11,England,Anxiolytics,Oxazepam,373.0
2022-11,England,Anxiolytics,Amobarbital sodium,4.0
2022-11,England,Anxiolytics,Secobarbital sodium,2.0
2022-11,England,Antidepressants,Amitriptyline hydrochloride,167838.0
2022-11,England,Antidepressants,Clomipramine hydrochloride,2951.0
2022-11,England,Antidepressants,Dosulepin hydrochloride,4045.0
2022-11,England,Antidepressants,Doxepin,171.0
2022-11,England,Antidepressants,Imipramine hydrochloride,1077.0
2022-11,England,Antidepressants,Lofepramine hydrochloride,1219.0
2022-11,England,Antidepressants,Mianserin hydrochloride,12.0
2022-11,England,Antidepressants,Nortriptyline,8871.0
2022-11,England,Antidepressants,Trazodone hydrochloride,7726.0
2022-11,England,Antidepressants,Trimipramine maleate,158.0
2022-11,England,Antidepressants,Isocarboxazid,15.0
2022-11,England,Antidepressants,Moclobemide,86.0
2022-11,England,Antidepressants,Phenelzine sulfate,66.0
2022-11,England,Antidepressants,Tranylcypromine sulfate,32.0
2022-11,England,Antidepressants,Citalopram hydrobromide,171157.0
2022-11,England,Antidepressants,Fluoxetine hydrochloride,71308.0
2022-11,England,Antidepressants,Fluvoxamine maleate,259.0
2022-11,England,Antidepressants,Paroxetine hydrochloride,13994.0
2022-11,England,Antidepressants,Sertraline hydrochloride,215190.0
2022-11,England,Antidepressants,Escitalopram,16949.0
2022-11,England,Antidepressants,Citalopram hydrochloride,803.0
2022-11,England,Antidepressants,Vortioxetine,3045.0
2022-11,England,Antidepressants,Reboxetine,172.0
2022-11,England,Antidepressants,Venlafaxine,66189.0
2022-11,England,Antidepressants,Mirtazapine,101726.0
2022-11,England,Antidepressants,Duloxetine hydrochloride,30239.0
2022-11,England,Antidepressants,Agomelatine,169.0
2022-11,England,Anxiolytics,Promethazine teoclate,470.0
2022-11,England,Anxiolytics,Clobazam,3463.0
2022-11,England,Anxiolytics,Pregabalin,84141.0
2022-11,England,Anxiolytics,Clonazepam,14160.0
2022-11,England,Anxiolytics,Phenobarbital,1749.0
2022-11,England,Anxiolytics,Phenobarbital sodium,1.0
2022-11,England,Anxiolytics,Paraldehyde,37.0
2022-11,England,Anxiolytics,Midazolam maleate,157.0
2022-11,England,Anxiolytics,Midazolam hydrochloride,797.0
2022-11,England,Antidepressants,Bupropion hydrochloride,653.0
2022-11,England,Anxiolytics,Sodium oxybate,8.0
2022-11,England,Anxiolytics,Melatonin,21242.0
2022-11,England,Anxiolytics,Chloral hydrate,150.0
2022-11,England,Anxiolytics,Clomethiazole edisilate,3.0
2022-11,England,Anxiolytics,Clomethiazole,69.0
2022-11,England,Anxiolytics,Loprazolam mesilate,66.0
2022-11,England,Anxiolytics,Lormetazepam,71.0
2022-11,England,Anxiolytics,Nitrazepam,2430.0
2022-11,England,Anxiolytics,Temazepam,2228.0
2022-11,England,Anxiolytics,Zolpidem tartrate,6924.0
2022-11,England,Anxiolytics,Zopiclone,46342.0
2022-11,England,Anxiolytics,Buspirone hydrochloride,976.0
2022-11,England,Anxiolytics,Chlordiazepoxide hydrochloride,198.0
2022-11,England,Anxiolytics,Diazepam,36891.0
2022-11,England,Anxiolytics,Lorazepam,8626.0
2022-11,England,Anxiolytics,Oxazepam,221.0
2022-11,England,Anxiolytics,Amobarbital sodium,2.0
2022-11,England,Anxiolytics,Secobarbital sodium,5.0
2022-11,England,Antidepressants,Amitriptyline hydrochloride,112752.0
2022-11,England,Antidepressants,Clomipramine hydrochloride,1893.0
2022-11,England,Antidepressants,Dosulepin hydrochloride,2900.0
2022-11,England,Antidepressants,Doxepin,193.0
2022-11,England,Antidepressants,Imipramine hydrochloride,862.0
2022-11,England,Antidepressants,Lofepramine hydrochloride,1059.0
2022-11,England,Antidepressants,Mianserin hydrochloride,11.0
2022-11,England,Antidepressants,Nortriptyline,7865.0
2022-11,England,Antidepressants,Trazodone hydrochloride,5402.0
2022-11,England,Antidepressants,Trimipramine maleate,274.0
2022-11,England,Antidepressants,Isocarboxazid,18.0
2022-11,England,Antidepressants,Moclobemide,95.0
2022-11,England,Antidepressants,Phenelzine sulfate,43.0
2022-11,England,Antidepressants,Tranylcypromine sulfate,38.0
2022-11,England,Antidepressants,Citalopram hydrobromide,106254.0
2022-11,England,Antidepressants,Fluoxetine hydrochloride,49249.0
2022-11,England,Antidepressants,Fluvoxamine maleate,377.0
2022-11,England,Antidepressants,Paroxetine hydrochloride,11542.0
2022-11,England,Antidepressants,Sertraline hydrochloride,178175.0
2022-11,England,Antidepressants,Escitalopram,16357.0
2022-11,England,Antidepressants,Citalopram hydrochloride,413.0
2022-11,England,Antidepressants,Vortioxetine,2553.0
2022-11,England,Antidepressants,Reboxetine,142.0
2022-11,England,Antidepressants,Venlafaxine,42363.0
2022-11,England,Antidepressants,Mirtazapine,108558.0
2022-11,England,Antidepressants,Duloxetine hydrochloride,24404.0
2022-11,England,Antidepressants,Agomelatine,380.0
2022-11,England,Anxiolytics,Promethazine teoclate,277.0
2022-11,England,Anxiolytics,Clobazam,4179.0
2022-11,England,Anxiolytics,Pregabalin,69053.0
2022-11,England,Anxiolytics,Clonazepam,12131.0
2022-11,England,Anxiolytics,Phenobarbital,1286.0
2022-11,England,Anxiolytics,Phenobarbital sodium,2.0
2022-11,England,Anxiolytics,Paraldehyde,46.0
2022-11,England,Anxiolytics,Midazolam maleate,153.0
2022-11,England,Anxiolytics,Midazolam hydrochloride,1199.0
2022-11,England,Antidepressants,Bupropion hydrochloride,1160.0
2022-11,England,Anxiolytics,Sodium oxybate,37.0
2022-11,England,Anxiolytics,Melatonin,29027.0
2022-11,England,Anxiolytics,Chloral hydrate,204.0
2022-11,England,Anxiolytics,Clomethiazole edisilate,56.0
2022-11,England,Anxiolytics,Clomethiazole,81.0
2022-11,England,Anxiolytics,Loprazolam mesilate,188.0
2022-11,England,Anxiolytics,Lormetazepam,179.0
2022-11,England,Anxiolytics,Nitrazepam,4940.0
2022-11,England,Anxiolytics,Temazepam,4923.0
2022-11,England,Anxiolytics,Zolpidem tartrate,9406.0
2022-11,England,Anxiolytics,Zopiclone,80665.0
2022-11,England,Anxiolytics,Buspirone hydrochloride,3039.0
2022-11,England,Anxiolytics,Chlordiazepoxide hydrochloride,479.0
2022-11,England,Anxiolytics,Diazepam,75998.0
2022-11,England,Anxiolytics,Lorazepam,21285.0
2022-11,England,Anxiolytics,Oxazepam,705.0
2022-11,England,Anxiolytics,Amobarbital sodium,19.0
2022-11,England,Anxiolytics,Secobarbital sodium,1.0
2022-11,England,Antidepressants,Amitriptyline hydrochloride,264812.0
2022-11,England,Antidepressants,Clomipramine hydrochloride,3290.0
2022-11,England,Antidepressants,Dosulepin hydrochloride,6314.0
2022-11,England,Antidepressants,Doxepin,260.0
2022-11,England,Antidepressants,Imipramine hydrochloride,1993.0
2022-11,England,Antidepressants,Lofepramine hydrochloride,2603.0
2022-11,England,Antidepressants,Mianserin hydrochloride,15.0
2022-11,England,Antidepressants,Nortriptyline,12329.0
2022-11,England,Antidepressants,Trazodone hydrochloride,12743.0
2022-11,England,Antidepressants,Trimipramine maleate,233.0
2022-11,England,Antidepressants,Isocarboxazid,24.0
2022-11,England,Antidepressants,Moclobemide,134.0
2022-11,England,Antidepressants,Phenelzine sulfate,53.0
2022-11,England,Antidepressants,Tranylcypromine sulfate,48.0
2022-11,England,Antidepressants,Citalopram hydrobromide,232805.0
2022-11,England,Antidepressants,Fluoxetine hydrochloride,120169.0
2022-11,England,Antidepressants,Fluvoxamine maleate,396.0
2022-11,England,Antidepressants,Paroxetine hydrochloride,20661.0
2022-11,England,Antidepressants,Sertraline hydrochloride,371814.0
2022-11,England,Antidepressants,Escitalopram,25566.0
2022-11,England,Antidepressants,Citalopram hydrochloride,1290.0
2022-11,England,Antidepressants,Vortioxetine,4813.0
2022-11,England,Antidepressants,Reboxetine,290.0
2022-11,England,Antidepressants,Venlafaxine,88917.0
2022-11,England,Antidepressants,Mirtazapine,179317.0
2022-11,England,Antidepressants,Duloxetine hydrochloride,59181.0
2022-11,England,Antidepressants,Agomelatine,277.0
2022-11,England,Anxiolytics,Promethazine teoclate,466.0
2022-11,England,Anxiolytics,Clobazam,6312.0
2022-11,England,Anxiolytics,Pregabalin,148397.0
2022-11,England,Anxiolytics,Clonazepam,15046.0
2022-11,England,Anxiolytics,Phenobarbital,2673.0
2022-11,England,Anxiolytics,Phenobarbital sodium,2.0
2022-11,England,Anxiolytics,Paraldehyde,22.0
2022-11,England,Anxiolytics,Midazolam maleate,181.0
2022-11,England,Anxiolytics,Midazolam hydrochloride,1279.0
2022-11,England,Antidepressants,Bupropion hydrochloride,547.0
2022-11,England,Anxiolytics,Sodium oxybate,9.0
2022-11,England,Anxiolytics,Melatonin,22533.0
2022-11,England,Anxiolytics,Chloral hydrate,186.0
2022-11,England,Anxiolytics,Clomethiazole edisilate,12.0
2022-11,England,Anxiolytics,Clomethiazole,209.0
2022-11,England,Anxiolytics,Loprazolam mesilate,247.0
2022-11,England,Anxiolytics,Lormetazepam,225.0
2022-11,England,Anxiolytics,Nitrazepam,5893.0
2022-11,England,Anxiolytics,Temazepam,4019.0
2022-11,England,Anxiolytics,Zolpidem tartrate,4804.0
2022-11,England,Anxiolytics,Zopiclone,50137.0
2022-11,England,Anxiolytics,Buspirone hydrochloride,2870.0
2022-11,England,Anxiolytics,Chlordiazepoxide hydrochloride,362.0
2022-11,England,Anxiolytics,Diazepam,51487.0
2022-11,England,Anxiolytics,Lorazepam,13340.0
2022-11,England,Anxiolytics,Oxazepam,908.0
2022-11,England,Anxiolytics,Amobarbital sodium,2.0
2022-11,England,Anxiolytics,Secobarbital sodium,3.0
2022-11,England,Antidepressants,Amitriptyline hydrochloride,268846.0
2022-11,England,Antidepressants,Clomipramine hydrochloride,3509.0
2022-11,England,Antidepressants,Dosulepin hydrochloride,5243.0
2022-11,England,Antidepressants,Doxepin,385.0
2022-11,England,Antidepressants,Imipramine hydrochloride,1672.0
2022-11,England,Antidepressants,Lofepramine hydrochloride,2866.0
2022-11,England,Antidepressants,Mianserin hydrochloride,24.0
2022-11,England,Antidepressants,Nortriptyline,12221.0
2022-11,England,Antidepressants,Trazodone hydrochloride,39375.0
2022-11,England,Antidepressants,Trimipramine maleate,248.0
2022-11,England,Antidepressants,Isocarboxazid,7.0
2022-11,England,Antidepressants,Moclobemide,133.0
2022-11,England,Antidepressants,Phenelzine sulfate,61.0
2022-11,England,Antidepressants,Tranylcypromine sulfate,42.0
2022-11,England,Antidepressants,Citalopram hydrobromide,200516.0
2022-11,England,Antidepressants,Fluoxetine hydrochloride,142786.0
2022-11,England,Antidepressants,Fluvoxamine maleate,446.0
2022-11,England,Antidepressants,Paroxetine hydrochloride,19185.0
2022-11,England,Antidepressants,Sertraline hydrochloride,361573.0
2022-11,England,Antidepressants,Escitalopram,19065.0
2022-11,England,Antidepressants,Citalopram hydrochloride,843.0
2022-11,England,Antidepressants,Vortioxetine,3820.0
2022-11,England,Antidepressants,Reboxetine,473.0
2022-11,England,Antidepressants,Venlafaxine,74519.0
2022-11,England,Antidepressants,Mirtazapine,206886.0
2022-11,England,Antidepressants,Duloxetine hydrochloride,71829.0
2022-11,England,Antidepressants,Agomelatine,376.0
2022-11,England,Anxiolytics,Promethazine teoclate,498.0
2022-11,England,Anxiolytics,Clobazam,4219.0
2022-11,England,Anxiolytics,Pregabalin,137014.0
2022-11,England,Anxiolytics,Clonazepam,13257.0
2022-11,England,Anxiolytics,Phenobarbital,2523.0
2022-11,England,Anxiolytics,Paraldehyde,39.0
2022-11,England,Anxiolytics,Midazolam maleate,225.0
2022-11,England,Anxiolytics,Midazolam hydrochloride,1014.0
2022-11,England,Antidepressants,Bupropion hydrochloride,470.0
2022-11,England,Anxiolytics,Sodium oxybate,3.0
2022-11,England,Anxiolytics,Melatonin,18277.0
2022-11,England,Anxiolytics,Chloral hydrate,213.0
2022-11,England,Anxiolytics,Cloral betaine,1.0
2022-11,England,Anxiolytics,Clomethiazole edisilate,1.0
2022-11,England,Anxiolytics,Clomethiazole,76.0
2022-11,England,Anxiolytics,Loprazolam mesilate,219.0
2022-11,England,Anxiolytics,Lormetazepam,196.0
2022-11,England,Anxiolytics,Nitrazepam,6087.0
2022-11,England,Anxiolytics,Temazepam,3474.0
2022-11,England,Anxiolytics,Zolpidem tartrate,6966.0
2022-11,England,Anxiolytics,Zopiclone,56656.0
2022-11,England,Anxiolytics,Buspirone hydrochloride,5934.0
2022-11,England,Anxiolytics,Chlordiazepoxide hydrochloride,308.0
2022-11,England,Anxiolytics,Diazepam,55441.0
2022-11,England,Anxiolytics,Lorazepam,10627.0
2022-11,England,Anxiolytics,Oxazepam,677.0
2022-11,England,Anxiolytics,Butobarbital,4.0
2022-11,England,Anxiolytics,Secobarbital sodium,2.0
2022-11,England,Antidepressants,Amitriptyline hydrochloride,176472.0
2022-11,England,Antidepressants,Clomipramine hydrochloride,2931.0
2022-11,England,Antidepressants,Dosulepin hydrochloride,4673.0
2022-11,England,Antidepressants,Doxepin,177.0
2022-11,England,Antidepressants,Imipramine hydrochloride,988.0
2022-11,England,Antidepressants,Lofepramine hydrochloride,1282.0
2022-11,England,Antidepressants,Mianserin hydrochloride,12.0
2022-11,England,Antidepressants,Nortriptyline,12289.0
2022-11,England,Antidepressants,Trazodone hydrochloride,16326.0
2022-11,England,Antidepressants,Trimipramine maleate,150.0
2022-11,England,Antidepressants,Isocarboxazid,3.0
2022-11,England,Antidepressants,Moclobemide,71.0
2022-11,England,Antidepressants,Phenelzine sulfate,26.0
2022-11,England,Antidepressants,Tranylcypromine sulfate,18.0
2022-11,England,Antidepressants,Citalopram hydrobromide,156779.0
2022-11,England,Antidepressants,Fluoxetine hydrochloride,90149.0
2022-11,England,Antidepressants,Fluvoxamine maleate,239.0
2022-11,England,Antidepressants,Paroxetine hydrochloride,16853.0
2022-11,England,Antidepressants,Sertraline hydrochloride,300153.0
2022-11,England,Antidepressants,Escitalopram,19298.0
2022-11,England,Antidepressants,Citalopram hydrochloride,703.0
2022-11,England,Antidepressants,Vortioxetine,3717.0
2022-11,England,Antidepressants,Reboxetine,257.0
2022-11,England,Antidepressants,Venlafaxine,75303.0
2022-11,England,Antidepressants,Mirtazapine,177666.0
2022-11,England,Antidepressants,Duloxetine hydrochloride,49807.0
2022-11,England,Antidepressants,Agomelatine,156.0
2022-11,England,Anxiolytics,Promethazine teoclate,160.0
2022-11,England,Anxiolytics,Clobazam,6162.0
2022-11,England,Anxiolytics,Pregabalin,127791.0
2022-11,England,Anxiolytics,Clonazepam,9800.0
2022-11,England,Anxiolytics,Phenobarbital,1773.0
2022-11,England,Anxiolytics,Clonazepam,1.0
2022-11,England,Anxiolytics,Paraldehyde,4.0
2022-11,England,Anxiolytics,Midazolam maleate,123.0
2022-11,England,Anxiolytics,Midazolam hydrochloride,930.0
2022-11,England,Antidepressants,Bupropion hydrochloride,557.0
2022-11,England,Anxiolytics,Sodium oxybate,17.0
2022-11,England,Anxiolytics,Melatonin,24736.0
2022-11,England,Anxiolytics,Chloral hydrate,141.0
2022-11,England,Anxiolytics,Clomethiazole edisilate,3.0
2022-11,England,Anxiolytics,Clomethiazole,44.0
2022-11,England,Anxiolytics,Loprazolam mesilate,203.0
2022-11,England,Anxiolytics,Lormetazepam,185.0
2022-11,England,Anxiolytics,Nitrazepam,3300.0
